video,release_id,dvids_stated_report_id,content_report_id,pass_label,sample_index,approx_second,source_frame_index,dvids_phase,dvids_anchor,review_quality,candidate_count,track_candidate_rank,target_center_x,target_center_y,bbox_x0,bbox_y0,bbox_w,bbox_h,component_area,fill_ratio,component_max_luma,component_min_luma,component_mean_luma,local_median_luma,contrast_delta,step_from_previous_supported_px,distance_from_expected_px,distance_from_reticle_px,overlay_relation,nearest_colored_overlay_px,detection_threshold,caveat,annotated_frame_path,zoom_patch_path
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,42,42.0,1260,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,2,1,1090.8,533.7,1083.0,524.0,15,20,195,0.65,255,176,227.76,175.0,80.0,40.555,112.96,130.96,separate from colored overlay,81.84,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0042_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0042_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,43,43.0,1290,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,3,1,1072.3,553.6,1065.0,545.0,15,18,184,0.681,255,180,230.27,180.0,75.0,27.141,99.59,113.15,separate from colored overlay,63.91,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0043_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0043_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,44,44.0,1320,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,2,1,1031.0,573.8,1024.0,566.0,15,17,171,0.671,255,182,229.35,180.0,75.0,46.041,68.85,78.64,near colored overlay,34.69,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0044_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0044_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,45,45.0,1350,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,12,1,945.1,592.4,942.0,586.0,6,14,60,0.714,255,174,219.68,146.0,109.0,87.826,53.52,54.48,near colored overlay,14.84,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0045_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0045_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,46,46.0,1380,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,13,1,884.9,609.3,878.0,599.0,15,26,225,0.577,254,123,196.7,125.0,129.0,62.598,100.09,102.23,separate from colored overlay,70.6,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0046_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0046_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,47,47.0,1410,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,5,1,873.0,624.4,866.0,615.0,16,24,231,0.602,255,112,187.14,114.0,141.0,19.185,112.59,121.21,separate from colored overlay,89.37,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0047_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0047_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,48,48.0,1440,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,2,1,864.8,642.7,858.0,633.0,14,24,212,0.631,253,107,186.5,110.0,143.0,19.99,124.25,139.98,separate from colored overlay,109.34,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0048_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0048_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,49,49.0,1470,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,4,1,839.7,655.9,833.0,647.0,14,22,193,0.627,255,102,186.47,107.0,148.0,28.432,146.07,167.07,separate from colored overlay,133.51,21.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0049_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0049_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,50,50.0,1500,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,1,1,814.1,644.1,807.0,636.0,14,17,175,0.735,255,101,182.7,102.0,153.0,28.182,155.88,179.22,separate from colored overlay,140.7,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0050_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0050_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,51,51.0,1530,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,1,1,793.6,621.1,787.0,613.0,14,17,177,0.744,255,98,184.11,101.0,154.0,30.852,162.07,185.14,separate from colored overlay,141.4,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0051_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0051_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,52,52.0,1560,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,1,1,795.0,603.7,788.0,595.0,15,18,191,0.707,252,90,182.21,97.0,155.0,17.448,153.31,176.87,separate from colored overlay,132.27,20.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0052_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0052_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,53,53.0,1590,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,1,1,844.6,607.1,838.0,600.0,14,15,152,0.724,255,97,181.93,102.0,153.0,49.719,100.76,133.51,separate from colored overlay,93.16,21.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0053_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0053_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,54,54.0,1620,full-screen SWIR track,DVIDS 00:10 full-screen SWIR feed; area of contrast generally remains in center field,high,1,1,899.5,621.7,894.0,614.0,12,17,152,0.745,253,100,184.38,105.0,148.0,56.78,47.92,101.7,separate from colored overlay,67.96,22.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0054_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0054_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,55,55.0,1650,late SWIR teardrop view,DVIDS 00:55 area resembles inverted teardrop with vertical trailing mass,high,5,1,941.1,606.9,935.0,599.0,13,16,153,0.736,253,108,187.75,108.0,145.0,44.156,4.12,69.51,near colored overlay,26.5,23.0,compact SWIR bright-return candidate aligned with PR28/D25 phase description,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0055_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0055_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,56,56.0,1680,visible-spectrum loss,DVIDS 00:56 visible-spectrum switch loses subject against background,low,3,1,956.0,548.0,950.0,540.0,11,16,120,0.682,251,111,188.78,111.0,140.0,60.795,8.9,8.9,near colored overlay,5.81,24.0,post-modality-switch row; DVIDS says the subject is lost or not reacquired,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0056_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0056_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,57,57.0,1710,SWIR black-hot non-reacquisition,DVIDS 00:57-01:05 SWIR black-hot switch does not reacquire area of contrast,none,0,,,,,,,,,,,,,,,,,,,,,no compact bright contrast component survived filtering,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0057_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0057_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,58,58.0,1740,SWIR black-hot non-reacquisition,DVIDS 00:57-01:05 SWIR black-hot switch does not reacquire area of contrast,none,0,,,,,,,,,,,,,,,,,,,,,no compact bright contrast component survived filtering,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0058_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0058_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,59,59.0,1770,SWIR black-hot non-reacquisition,DVIDS 00:57-01:05 SWIR black-hot switch does not reacquire area of contrast,low,20,1,1629.4,457.5,1624.0,451.0,11,16,103,0.585,208,51,127.68,72.0,136.0,704.348,674.45,674.45,separate from colored overlay,103.09,27.0,post-modality-switch row; DVIDS says the subject is lost or not reacquired,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0059_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0059_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,60,60.0,1800,SWIR black-hot non-reacquisition,DVIDS 00:57-01:05 SWIR black-hot switch does not reacquire area of contrast,low,20,1,1625.8,457.8,1618.0,448.0,18,20,206,0.572,204,24,115.13,54.0,150.0,700.803,670.87,670.87,separate from colored overlay,241.54,27.0,post-modality-switch row; DVIDS says the subject is lost or not reacquired,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0060_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0060_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,61,61.0,1830,SWIR black-hot non-reacquisition,DVIDS 00:57-01:05 SWIR black-hot switch does not reacquire area of contrast,low,20,1,1625.5,457.6,1618.0,448.0,18,20,210,0.583,209,25,111.78,48.0,161.0,700.58,670.63,670.63,separate from colored overlay,236.98,30.0,post-modality-switch row; DVIDS says the subject is lost or not reacquired,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0061_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0061_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,62,62.0,1860,SWIR black-hot non-reacquisition,DVIDS 00:57-01:05 SWIR black-hot switch does not reacquire area of contrast,low,20,1,1625.6,457.6,1618.0,446.0,18,22,206,0.52,215,34,113.66,54.0,161.0,700.677,670.73,670.73,separate from colored overlay,237.03,30.0,post-modality-switch row; DVIDS says the subject is lost or not reacquired,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0062_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0062_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,63,63.0,1890,SWIR black-hot non-reacquisition,DVIDS 00:57-01:05 SWIR black-hot switch does not reacquire area of contrast,low,20,1,1625.5,457.7,1617.0,447.0,19,21,228,0.571,201,6,108.93,48.0,153.0,700.469,670.52,670.52,separate from colored overlay,244.04,31.0,post-modality-switch row; DVIDS says the subject is lost or not reacquired,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0063_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0063_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,64,64.0,1920,SWIR black-hot non-reacquisition,DVIDS 00:57-01:05 SWIR black-hot switch does not reacquire area of contrast,low,20,1,1625.4,456.9,1617.0,445.0,19,23,213,0.487,200,34,114.96,64.0,136.0,700.609,670.59,670.59,separate from colored overlay,242.05,26.0,post-modality-switch row; DVIDS says the subject is lost or not reacquired,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0064_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0064_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,65,65.0,1950,SWIR black-hot non-reacquisition,DVIDS 00:57-01:05 SWIR black-hot switch does not reacquire area of contrast,low,20,1,1625.5,457.9,1618.0,447.0,17,21,189,0.529,208,19,117.35,55.0,153.0,700.464,670.54,670.54,separate from colored overlay,245.06,30.0,post-modality-switch row; DVIDS says the subject is lost or not reacquired,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0065_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0065_patch.jpg
DOD_111688954.mp4,DOW-UAP-PR28,DoW-UAP-D7,DoW-UAP-D25,full-clip,66,66.0,1979,SWIR black-hot non-reacquisition,DVIDS 00:57-01:05 SWIR black-hot switch does not reacquire area of contrast,low,20,1,1625.3,457.5,1617.0,447.0,19,21,200,0.501,208,24,109.95,41.0,167.0,700.388,670.43,670.43,separate from colored overlay,245.42,31.0,post-modality-switch row; DVIDS says the subject is lost or not reacquired,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/annotated-frames/frame_0066_annotated.jpg,research/ufo-derived/video-motion-pass/pr28-d25-review/DOD_111688954/full-clip/target-patches/frame_0066_patch.jpg

