video,release_id,report_id,frame_index,second,phase,phase_note,target_candidate,review_quality,bbox_x,bbox_y,bbox_w,bbox_h,component_area,aspect_ratio,center_x,center_y,component_min_luma,component_max_luma,component_mean_luma,local_median_luma,dark_contrast_delta_luma,detection_threshold,score,bottom_third_proxy,notes
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,123,4.1,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,124,4.133,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,125,4.167,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,126,4.2,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,127,4.233,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,128,4.267,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,129,4.3,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,130,4.333,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,131,4.367,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,132,4.4,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,133,4.433,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,134,4.467,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,135,4.5,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,136,4.533,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,137,4.567,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,138,4.6,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,139,4.633,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,140,4.667,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,141,4.7,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,142,4.733,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,143,4.767,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,144,4.8,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,145,4.833,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,146,4.867,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,147,4.9,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,148,4.933,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,149,4.967,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,150,5.0,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,151,5.033,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,152,5.067,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,153,5.1,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,154,5.133,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,155,5.167,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,156,5.2,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,157,5.233,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,158,5.267,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,159,5.3,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,160,5.333,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered
DOD_111688723.mp4,DOW-UAP-PR19,DoW-UAP-D10,161,5.367,post-crossing context,After the short bottom-third crossing interval,False,none,,,,,,,,,,,,,,,,,no lane-compatible dark elongated candidate recovered

