candidate_id,record_id,release_tag,video_name,dvids_id,dvids_url,source_basis,source_status,approx_second,frame_index,label_text_observed,label_family,candidate_class,classification_status,alteration_status,fresh_clone_reproducible,local_source_path,crop_path,evidence_detail,ambiguity_notes,next_action
DOW-UAP-PR071-METADATA-001,DOW-UAP-PR071,release-02,,1007784,https://www.dvidshub.net/video/1007784,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR072-METADATA-001,DOW-UAP-PR072,release-02,,1007788,https://www.dvidshub.net/video/1007788,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,yes,yes: derived from committed manifest text,,,Matched terms: altered,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR073-METADATA-001,DOW-UAP-PR073,release-02,,1007790,https://www.dvidshub.net/video/1007790,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,"Matched terms: field-of-view, sensor display, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR074-METADATA-001,DOW-UAP-PR074,release-02,,1007791,https://www.dvidshub.net/video/1007791,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,"Matched terms: field-of-view, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR075-METADATA-001,DOW-UAP-PR075,release-02,,1007795,https://www.dvidshub.net/video/1007795,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: contrast,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR076-METADATA-001,DOW-UAP-PR076,release-02,,1007804,https://www.dvidshub.net/video/1007804,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR077-METADATA-001,DOW-UAP-PR077,release-02,,1007809,https://www.dvidshub.net/video/1007809,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR078-METADATA-001,DOW-UAP-PR078,release-02,,1007812,https://www.dvidshub.net/video/1007812,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR079-METADATA-001,DOW-UAP-PR079,release-02,,1007816,https://www.dvidshub.net/video/1007816,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,"Matched terms: field-of-view, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR080-METADATA-001,DOW-UAP-PR080,release-02,,1007803,https://www.dvidshub.net/video/1007803,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR081-METADATA-001,DOW-UAP-PR081,release-02,,1007805,https://www.dvidshub.net/video/1007805,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR082-METADATA-001,DOW-UAP-PR082,release-02,,1007807,https://www.dvidshub.net/video/1007807,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: contrast,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR083-METADATA-001,DOW-UAP-PR083,release-02,,1007808,https://www.dvidshub.net/video/1007808,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,"Matched terms: field-of-view, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR084-METADATA-001,DOW-UAP-PR084,release-02,,1007810,https://www.dvidshub.net/video/1007810,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: contrast,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR085-METADATA-001,DOW-UAP-PR085,release-02,,1007796,https://www.dvidshub.net/video/1007796,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR086-METADATA-001,DOW-UAP-PR086,release-02,,1007797,https://www.dvidshub.net/video/1007797,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: contrast,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR087-METADATA-001,DOW-UAP-PR087,release-02,,1007799,https://www.dvidshub.net/video/1007799,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: contrast,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR088-METADATA-001,DOW-UAP-PR088,release-02,,1007800,https://www.dvidshub.net/video/1007800,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,"Matched terms: field-of-view, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR089-METADATA-001,DOW-UAP-PR089,release-02,,1007712,https://www.dvidshub.net/video/1007712,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR090-METADATA-001,DOW-UAP-PR090,release-02,,1007719,https://www.dvidshub.net/video/1007719,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR091-METADATA-001,DOW-UAP-PR091,release-02,,1007716,https://www.dvidshub.net/video/1007716,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: contrast,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR092-METADATA-001,DOW-UAP-PR092,release-02,,1007715,https://www.dvidshub.net/video/1007715,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR093-METADATA-001,DOW-UAP-PR093,release-02,,1007721,https://www.dvidshub.net/video/1007721,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR094-METADATA-001,DOW-UAP-PR094,release-02,,1007722,https://www.dvidshub.net/video/1007722,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR095-METADATA-001,DOW-UAP-PR095,release-02,,1007725,https://www.dvidshub.net/video/1007725,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR096-METADATA-001,DOW-UAP-PR096,release-02,,1007726,https://www.dvidshub.net/video/1007726,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR097-METADATA-001,DOW-UAP-PR097,release-02,,1007728,https://www.dvidshub.net/video/1007728,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,"Matched terms: field-of-view, zoom",Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR098-METADATA-001,DOW-UAP-PR098,release-02,,1007737,https://www.dvidshub.net/video/1007737,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
DOW-UAP-PR099-METADATA-001,DOW-UAP-PR099,release-02,,1007738,https://www.dvidshub.net/video/1007738,official manifest/DVIDS description text,metadata-only scan target,,,,unknown pending frame scan,overlay/measurement scan target,no explicit frame-level label confirmed in repo,no,yes: derived from committed manifest text,,,Matched terms: field-of-view,Manifest text indicates display/reticle/zoom/alteration context but does not itself prove a measurement label is visible.,Run local-media frame scan and manual crop review if the source MP4 is available.
