video,release_id,report_id,sample_index,approx_second,source_frame_index,dvids_phase,dvids_anchor,review_quality,candidate_count,track_candidate_rank,target_center_x,target_center_y,bbox_x0,bbox_y0,bbox_w,bbox_h,component_area,fill_ratio,polarity,component_max_luma,component_min_luma,component_mean_luma,local_median_luma,bright_delta,dark_delta,contrast_delta,step_from_previous_supported_px,distance_from_expected_px,distance_from_reticle_px,overlay_relation,nearest_colored_overlay_px,caveat,annotated_frame_path,zoom_patch_path
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,46,162.0,4860,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,15,1,739.5,604.1,736.0,602.0,8,6,39,0.812,bright,255,135,191.49,150.0,105.0,15.0,105.0,85.176,229.63,229.63,separate from colored overlay,183.67,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0046_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0046_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,47,163.0,4890,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,19,1,940.3,597.6,932.0,597.0,18,3,37,0.685,dark,41,5,22.7,175.0,-134.0,170.0,170.0,200.914,60.87,60.87,near colored overlay,22.94,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0047_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0047_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,48,164.0,4920,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,17,1,647.2,537.3,644.0,534.0,7,7,37,0.755,bright,243,126,177.43,131.0,112.0,5.0,112.0,299.246,312.82,312.82,separate from colored overlay,264.81,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0048_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0048_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,49,165.0,4950,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,20,2,660.0,507.0,656.0,504.0,10,7,45,0.643,bright,239,131,175.56,136.0,103.0,5.0,103.0,32.927,301.84,301.84,separate from colored overlay,253.69,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0049_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0049_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,50,166.0,4980,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,14,1,672.8,474.7,669.0,472.0,9,7,43,0.683,bright,238,129,173.07,133.0,105.0,4.0,105.0,34.705,294.49,294.49,separate from colored overlay,246.89,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0050_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0050_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,51,167.0,5010,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,20,1,671.2,444.9,668.0,442.0,7,7,37,0.755,bright,243,125,170.38,126.0,117.0,1.0,117.0,29.849,304.09,304.09,separate from colored overlay,241.89,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0051_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0051_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,52,168.0,5040,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,20,1,654.5,404.6,652.0,402.0,6,6,31,0.861,bright,206,125,154.29,116.0,90.0,-9.0,90.0,43.663,334.21,334.21,separate from colored overlay,201.94,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0052_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0052_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,53,169.0,5070,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,20,1,937.4,599.6,931.0,597.0,19,12,55,0.241,dark,97,4,31.82,171.0,-74.0,167.0,167.0,343.696,63.76,63.76,near colored overlay,27.75,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0053_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0053_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,54,170.0,5100,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,17,1,936.4,624.6,931.0,609.0,21,23,82,0.17,dark,171,13,103.62,168.0,3.0,155.0,155.0,24.971,87.82,87.82,separate from colored overlay,48.65,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0054_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0054_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,55,171.0,5130,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,18,1,596.9,644.7,594.0,641.0,7,8,45,0.804,bright,213,116,155.56,117.0,96.0,1.0,96.0,340.117,377.92,377.92,separate from colored overlay,183.79,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0055_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0055_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,56,172.0,5160,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,17,1,715.3,709.1,712.0,706.0,8,7,42,0.75,bright,252,131,187.45,138.0,114.0,7.0,114.0,134.821,297.42,297.42,separate from colored overlay,235.21,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0056_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0056_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,57,173.0,5190,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,20,1,821.6,643.4,818.0,641.0,8,6,38,0.792,bright,249,146,194.21,159.0,90.0,13.0,90.0,124.918,172.78,172.78,separate from colored overlay,136.46,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0057_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0057_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,58,174.0,5220,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,20,1,940.3,597.6,932.0,597.0,18,3,37,0.685,dark,41,1,21.32,171.0,-130.0,170.0,170.0,127.262,60.87,60.87,near colored overlay,22.94,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0058_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0058_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,59,175.0,5250,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,19,1,931.5,614.5,931.0,613.0,2,4,8,1.0,dark,98,18,57.88,170.0,-72.0,152.0,152.0,19.057,79.77,79.77,separate from colored overlay,41.16,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0059_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0059_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,60,176.0,5280,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,20,1,941.3,630.4,932.0,629.0,20,3,41,0.683,dark,173,31,149.24,166.0,7.0,135.0,135.0,18.686,92.33,92.33,separate from colored overlay,52.16,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0060_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0060_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,61,177.0,5310,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,16,1,737.7,440.5,734.0,437.0,8,8,44,0.688,bright,251,122,177.27,135.0,116.0,13.0,116.0,278.418,243.56,243.56,separate from colored overlay,198.75,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0061_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0061_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,62,178.0,5340,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,15,4,639.7,433.1,635.0,430.0,11,8,59,0.67,bright,251,105,165.29,117.0,134.0,12.0,134.0,98.218,337.63,337.63,separate from colored overlay,210.17,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0062_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0062_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,63,179.0,5370,generally centered track,DVIDS 02:15-03:26 area remains generally centered,low,16,1,589.2,310.3,586.0,307.0,7,8,45,0.804,bright,238,95,149.98,96.0,142.0,1.0,142.0,132.759,436.18,436.18,separate from colored overlay,94.73,"weak, distant from expected lane, overlay-adjacent, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0063_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0063_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,64,180.0,5400,generally centered track,DVIDS 02:15-03:26 area remains generally centered,low,16,2,645.3,179.2,642.0,176.0,7,7,37,0.755,bright,234,96,149.38,89.0,145.0,-7.0,145.0,253.956,478.77,478.77,separate from colored overlay,166.69,"weak, distant from expected lane, overlay-adjacent, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0064_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0064_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,65,181.0,5430,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,17,1,736.6,247.1,733.0,244.0,9,8,54,0.75,bright,248,104,157.61,108.0,140.0,4.0,140.0,209.712,368.43,368.43,separate from colored overlay,234.32,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0065_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0065_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,66,182.0,5460,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,20,4,830.7,306.3,827.0,304.0,9,6,46,0.852,bright,248,123,173.83,129.0,119.0,6.0,119.0,111.247,267.1,267.1,separate from colored overlay,223.19,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0066_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0066_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,67,183.0,5490,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,19,1,956.5,296.2,952.0,293.0,10,8,53,0.662,bright,253,119,181.21,132.0,121.0,13.0,121.0,126.17,243.8,243.8,separate from colored overlay,97.41,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0067_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0067_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,68,184.0,5520,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,19,1,1106.6,244.3,1102.0,241.0,11,8,60,0.682,bright,248,110,170.22,119.0,129.0,9.0,129.0,158.819,330.05,330.05,near colored overlay,34.44,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0068_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0068_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,69,185.0,5550,generally centered track,DVIDS 02:15-03:26 area remains generally centered,low,11,1,1237.7,218.0,1234.0,215.0,9,7,47,0.746,bright,230,105,154.04,111.0,119.0,6.0,119.0,133.706,425.18,425.18,separate from colored overlay,163.18,"weak, distant from expected lane, overlay-adjacent, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0069_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0069_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,70,186.0,5580,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,16,1,938.9,598.1,931.0,597.0,19,6,44,0.386,dark,98,3,28.09,170.0,-72.0,167.0,167.0,391.53,61.81,61.81,near colored overlay,24.35,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0070_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0070_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,71,187.0,5610,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,13,1,940.1,597.6,932.0,597.0,18,3,38,0.704,dark,45,4,22.55,171.0,-126.0,167.0,167.0,1.298,60.93,60.93,near colored overlay,23.1,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0071_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0071_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,72,188.0,5640,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,20,1,931.5,606.5,931.0,606.0,2,2,4,1.0,dark,97,19,57.0,170.0,-73.0,151.0,151.0,12.377,72.35,72.35,separate from colored overlay,35.42,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0072_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0072_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,73,189.0,5670,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,19,1,1283.9,405.2,1280.0,402.0,9,9,54,0.667,bright,255,112,170.94,131.0,124.0,19.0,124.0,405.832,350.82,350.82,separate from colored overlay,192.56,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0073_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0073_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,74,190.0,5700,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,17,3,1288.3,443.9,1285.0,441.0,8,7,43,0.768,bright,251,126,183.19,136.0,115.0,10.0,115.0,39.013,342.05,342.05,separate from colored overlay,217.02,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0074_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0074_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,75,191.0,5730,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,13,1,1310.3,500.8,1307.0,498.0,8,7,44,0.786,bright,251,130,184.02,138.0,113.0,8.0,113.0,60.949,352.46,352.46,separate from colored overlay,253.19,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0075_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0075_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,76,192.0,5760,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,19,3,1322.8,556.7,1319.0,553.0,8,9,59,0.819,bright,255,110,171.73,139.0,116.0,29.0,116.0,57.32,363.16,363.16,separate from colored overlay,261.99,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0076_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0076_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,77,193.0,5790,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,19,1,1312.5,613.9,1308.0,611.0,10,7,52,0.743,bright,253,135,190.83,142.0,111.0,7.0,111.0,58.09,360.16,360.16,separate from colored overlay,218.39,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0077_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0077_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,78,194.0,5820,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,20,1,931.5,606.5,931.0,604.0,2,6,12,1.0,dark,101,19,59.17,172.0,-71.0,153.0,153.0,381.072,72.35,72.35,separate from colored overlay,35.42,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0078_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0078_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,79,195.0,5850,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,17,1,931.5,621.5,931.0,621.0,2,2,4,1.0,dark,100,19,58.75,173.0,-73.0,154.0,154.0,15.0,86.34,86.34,separate from colored overlay,46.74,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0079_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0079_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,80,196.0,5880,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,16,1,931.5,614.5,931.0,609.0,2,12,24,1.0,dark,97,18,57.54,170.0,-73.0,152.0,152.0,7.0,79.77,79.77,separate from colored overlay,41.16,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0080_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0080_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,81,197.0,5910,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,17,1,1234.9,594.2,1231.0,591.0,9,8,51,0.708,bright,251,147,195.35,153.0,98.0,6.0,98.0,304.122,280.22,280.22,separate from colored overlay,231.66,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0081_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0081_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,82,198.0,5940,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,16,1,1281.5,608.9,1277.0,605.0,11,9,67,0.677,bright,255,126,183.22,147.0,108.0,21.0,108.0,48.81,328.77,328.77,separate from colored overlay,240.9,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0082_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0082_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,83,199.0,5970,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,17,1,931.5,625.5,931.0,623.0,2,6,12,1.0,dark,96,17,55.83,170.0,-74.0,153.0,153.0,350.372,90.12,90.12,separate from colored overlay,50.08,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0083_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0083_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,84,200.0,6000,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,9,1,939.4,629.8,931.0,625.0,21,7,51,0.347,dark,172,18,135.33,170.0,2.0,152.0,152.0,8.963,92.12,92.12,separate from colored overlay,50.36,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0084_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0084_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,85,201.0,6030,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,16,1,1313.6,520.1,1309.0,517.0,10,7,59,0.843,bright,250,117,179.88,136.0,114.0,19.0,114.0,389.921,354.12,354.12,separate from colored overlay,268.74,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0085_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0085_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,86,202.0,6060,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,13,3,1337.2,503.4,1333.0,500.0,10,8,52,0.65,bright,250,119,181.35,136.0,114.0,17.0,114.0,28.977,379.0,379.0,separate from colored overlay,243.37,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0086_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0086_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,87,203.0,6090,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,10,2,1371.0,538.6,1366.0,535.0,11,8,62,0.705,bright,251,111,172.81,129.0,122.0,18.0,122.0,48.762,410.95,410.95,separate from colored overlay,262.08,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0087_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0087_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,88,204.0,6120,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,13,1,1317.2,611.7,1312.0,608.0,11,8,59,0.67,bright,255,124,185.53,139.0,116.0,15.0,116.0,90.764,364.29,364.29,separate from colored overlay,217.02,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0088_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0088_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,89,205.0,6150,generally centered track,DVIDS 02:15-03:26 area remains generally centered,high,15,1,931.5,614.5,931.0,609.0,2,12,24,1.0,dark,96,17,56.25,171.0,-75.0,154.0,154.0,385.662,79.77,79.77,separate from colored overlay,41.16,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0089_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0089_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,90,206.0,6180,generally centered track,DVIDS 02:15-03:26 area remains generally centered,medium,20,1,931.5,611.0,931.0,610.0,2,3,6,1.0,dark,95,18,56.33,166.0,-71.0,148.0,148.0,3.5,76.51,76.51,separate from colored overlay,38.55,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0090_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0090_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,91,207.0,6210,erratic sensor motion and reacquisition,DVIDS 03:27-04:57 sensor motion causes erratic display motion and repeated loss/reacquire,high,9,1,1050.7,749.3,1046.0,747.0,11,6,58,0.879,bright,255,153,197.59,153.0,102.0,0.0,102.0,182.604,228.13,228.13,separate from colored overlay,187.56,compact contrast candidate aligned with PR27 phase description,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0091_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0091_patch.jpg
DOD_111688825.mp4,DOW-UAP-PR27,DoW-UAP-D23,92,208.0,6240,erratic sensor motion and reacquisition,DVIDS 03:27-04:57 sensor motion causes erratic display motion and repeated loss/reacquire,medium,8,1,1306.5,776.8,1301.0,773.0,12,8,66,0.688,bright,252,124,181.64,133.0,119.0,9.0,119.0,257.219,419.66,419.66,separate from colored overlay,118.69,"usable but weak, reacquisition-phase, or background-confounded contrast candidate",research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/annotated-frames/frame_0092_annotated.jpg,research/ufo-derived/video-motion-pass/pr27-d23-review/DOD_111688825/target-patches/frame_0092_patch.jpg
