video,release_id,report_id,sample_index,approx_second,source_frame_index,phase,source_candidate_x,source_candidate_y,source_review_confidence,source_overlay_relation,source_bbox_w,source_bbox_h,source_area,source_candidate_count,source_detection_status,manual_x_full_frame,manual_y_full_frame,dx_from_frame_center,dy_from_frame_center,manual_status,manual_quality,nearest_prev_second,nearest_next_second,step_from_previous_px,image_plane_rate_px_s,step_heading_deg,caveat,annotated_frame_path,zoom_patch_path
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,38,23.0,690,generally centered in FOV,1827.5,1.4,medium,no colored reticle/overlay detected,14,4,54,2,rejected_top_edge_artifact,723.0,374.0,-237.0,-166.0,interpolated_detector_dropout,interpolated,22.5,23.5,32.94,65.88,-143.7,source detector selected recurring top-edge artifact; interpolated across 1.0s bounded by accepted detections,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0038_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0038_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,39,23.5,705,generally centered in FOV,696.5,354.5,high,separate from colored reticle/overlay,4,4,14,5,accepted_source_detection,696.5,354.5,-263.5,-185.5,accepted_detector_mark,high,,,32.94,65.88,-143.7,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0039_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0039_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,40,24.0,720,generally centered in FOV,738.6,327.6,high,separate from colored reticle/overlay,4,4,13,6,accepted_source_detection,738.6,327.6,-221.4,-212.4,accepted_detector_mark,high,,,49.96,99.92,-32.58,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0040_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0040_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,41,24.5,735,generally centered in FOV,803.0,297.5,high,separate from colored reticle/overlay,5,4,16,6,accepted_source_detection,803.0,297.5,-157.0,-242.5,accepted_detector_mark,high,,,71.09,142.17,-25.05,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0041_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0041_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,42,25.0,750,generally centered in FOV,886.0,263.5,high,separate from colored reticle/overlay,5,4,16,6,accepted_source_detection,886.0,263.5,-74.0,-276.5,accepted_detector_mark,high,,,89.69,179.39,-22.28,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0042_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0042_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,43,25.5,765,generally centered in FOV,961.0,232.5,high,near colored reticle/overlay,5,4,16,17,accepted_source_detection,961.0,232.5,1.0,-307.5,accepted_detector_mark,high,,,81.15,162.31,-22.46,accepted detector-centered mark after false-top-edge rejection pass; close to colored sensor symbology,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0043_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0043_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,44,26.0,780,generally centered in FOV,1020.0,202.5,high,separate from colored reticle/overlay,5,4,16,8,accepted_source_detection,1020.0,202.5,60.0,-337.5,accepted_detector_mark,high,,,66.19,132.38,-26.95,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0044_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0044_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,45,26.5,795,generally centered in FOV,1827.3,1.4,medium,no colored reticle/overlay detected,14,4,52,2,rejected_top_edge_artifact,1054.0,180.8,94.0,-359.2,interpolated_detector_dropout,interpolated,26.0,27.0,40.36,80.72,-32.61,source detector selected recurring top-edge artifact; interpolated across 1.0s bounded by accepted detections,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0045_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0045_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,46,27.0,810,generally centered in FOV,1088.0,159.0,high,separate from colored reticle/overlay,5,5,21,6,accepted_source_detection,1088.0,159.0,128.0,-381.0,accepted_detector_mark,high,,,40.36,80.72,-32.61,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0046_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0046_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,47,27.5,825,generally centered in FOV,1094.0,167.5,high,separate from colored reticle/overlay,5,4,18,8,accepted_source_detection,1094.0,167.5,134.0,-372.5,accepted_detector_mark,high,,,10.4,20.81,54.78,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0047_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0047_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,48,28.0,840,generally centered in FOV,1088.3,181.1,high,separate from colored reticle/overlay,6,5,24,8,accepted_source_detection,1088.3,181.1,128.3,-358.9,accepted_detector_mark,high,,,14.75,29.49,112.74,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0048_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0048_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,49,28.5,855,generally centered in FOV,1827.5,1.4,medium,no colored reticle/overlay detected,14,4,54,2,rejected_top_edge_artifact,1099.8,274.0,139.8,-266.0,interpolated_detector_dropout,interpolated,28.0,29.0,93.62,187.23,82.91,source detector selected recurring top-edge artifact; interpolated across 1.0s bounded by accepted detections,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0049_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0049_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,50,29.0,870,generally centered in FOV,1111.4,366.9,high,separate from colored reticle/overlay,4,5,17,6,accepted_source_detection,1111.4,366.9,151.4,-173.1,accepted_detector_mark,high,,,93.62,187.23,82.91,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0050_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0050_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,51,29.5,885,generally centered in FOV,1113.2,429.8,high,separate from colored reticle/overlay,5,5,19,8,accepted_source_detection,1113.2,429.8,153.2,-110.2,accepted_detector_mark,high,,,62.93,125.85,88.36,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0051_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0051_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,52,30.0,900,generally centered in FOV,1107.5,463.5,high,separate from colored reticle/overlay,4,4,12,8,accepted_source_detection,1107.5,463.5,147.5,-76.5,accepted_detector_mark,high,,,34.18,68.36,99.6,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0052_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0052_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,53,30.5,915,generally centered in FOV,1090.5,511.5,high,separate from colored reticle/overlay,4,4,14,11,accepted_source_detection,1090.5,511.5,130.5,-28.5,accepted_detector_mark,high,,,50.92,101.84,109.5,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0053_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0053_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,54,31.0,930,generally centered in FOV,1001.6,481.9,high,separate from colored reticle/overlay,4,3,11,7,accepted_source_detection,1001.6,481.9,41.6,-58.1,accepted_detector_mark,high,,,93.7,187.4,-161.58,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0054_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0054_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,55,31.5,945,generally centered in FOV,891.4,439.1,high,separate from colored reticle/overlay,4,3,11,8,accepted_source_detection,891.4,439.1,-68.6,-100.9,accepted_detector_mark,high,,,118.22,236.44,-158.77,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0055_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0055_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,56,32.0,960,generally centered in FOV,810.8,409.3,high,separate from colored reticle/overlay,7,5,24,8,accepted_source_detection,810.8,409.3,-149.2,-130.7,accepted_detector_mark,high,,,85.93,171.87,-159.71,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0056_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0056_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,57,32.5,975,generally centered in FOV,760.5,390.0,high,separate from colored reticle/overlay,6,5,22,8,accepted_source_detection,760.5,390.0,-199.5,-150.0,accepted_detector_mark,high,,,53.88,107.75,-159.01,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0057_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0057_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,58,33.0,990,generally centered in FOV,847.5,424.6,medium,separate from colored reticle/overlay,4,4,13,7,accepted_source_detection,847.5,424.6,-112.5,-115.4,accepted_detector_mark,medium,,,93.63,187.26,21.69,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0058_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0058_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,59,33.5,1005,generally centered in FOV,933.8,454.7,high,separate from colored reticle/overlay,5,4,15,8,accepted_source_detection,933.8,454.7,-26.2,-85.3,accepted_detector_mark,high,,,91.4,182.8,19.23,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0059_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0059_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,60,34.0,1020,generally centered in FOV,1042.5,488.0,medium,separate from colored reticle/overlay,2,3,6,8,accepted_source_detection,1042.5,488.0,82.5,-52.0,accepted_detector_mark,medium,,,113.69,227.37,17.03,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0060_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0060_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,61,34.5,1035,generally centered in FOV,1124.1,517.4,high,separate from colored reticle/overlay,5,4,17,8,accepted_source_detection,1124.1,517.4,164.1,-22.6,accepted_detector_mark,high,,,86.73,173.47,19.81,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0061_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0061_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,62,35.0,1050,generally centered in FOV,1221.7,552.3,high,separate from colored reticle/overlay,6,4,19,12,accepted_source_detection,1221.7,552.3,261.7,12.3,accepted_detector_mark,high,,,103.65,207.3,19.68,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0062_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0062_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,63,35.5,1065,generally centered in FOV,1230.0,576.0,high,separate from colored reticle/overlay,3,3,9,9,accepted_source_detection,1230.0,576.0,270.0,36.0,accepted_detector_mark,high,,,25.11,50.22,70.7,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0063_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0063_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,64,36.0,1080,generally centered in FOV,1827.5,1.4,medium,separate from colored reticle/overlay,14,4,54,9,rejected_top_edge_artifact,1105.4,570.3,145.4,30.3,interpolated_detector_dropout,interpolated,35.5,37.5,124.73,249.46,-177.38,source detector selected recurring top-edge artifact; interpolated across 2.0s bounded by accepted detections,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0064_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0064_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,65,36.5,1095,generally centered in FOV,1827.5,1.4,medium,separate from colored reticle/overlay,14,4,54,6,rejected_top_edge_artifact,980.8,564.6,20.8,24.6,interpolated_detector_dropout,interpolated,35.5,37.5,124.73,249.46,-177.38,source detector selected recurring top-edge artifact; interpolated across 2.0s bounded by accepted detections,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0065_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0065_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,66,37.0,1110,generally centered in FOV,1827.5,1.4,medium,separate from colored reticle/overlay,14,4,54,7,rejected_top_edge_artifact,856.2,558.9,-103.8,18.9,interpolated_detector_dropout,interpolated,35.5,37.5,124.73,249.46,-177.38,source detector selected recurring top-edge artifact; interpolated across 2.0s bounded by accepted detections,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0066_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0066_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,67,37.5,1125,generally centered in FOV,731.6,553.2,high,separate from colored reticle/overlay,6,4,18,10,accepted_source_detection,731.6,553.2,-228.4,13.2,accepted_detector_mark,high,,,124.73,249.46,-177.38,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0067_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0067_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,68,38.0,1140,generally centered in FOV,626.4,530.5,high,separate from colored reticle/overlay,6,4,19,7,accepted_source_detection,626.4,530.5,-333.6,-9.5,accepted_detector_mark,high,,,107.62,215.24,-167.82,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0068_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0068_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,69,38.5,1155,generally centered in FOV,627.5,515.5,high,separate from colored reticle/overlay,4,4,14,10,accepted_source_detection,627.5,515.5,-332.5,-24.5,accepted_detector_mark,high,,,15.04,30.08,-85.81,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0069_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0069_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,70,39.0,1170,generally centered in FOV,643.8,515.6,high,separate from colored reticle/overlay,5,4,16,7,accepted_source_detection,643.8,515.6,-316.2,-24.4,accepted_detector_mark,high,,,16.3,32.6,0.35,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0070_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0070_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,71,39.5,1185,generally centered in FOV,670.5,526.1,high,separate from colored reticle/overlay,6,5,21,7,accepted_source_detection,670.5,526.1,-289.5,-13.9,accepted_detector_mark,high,,,28.69,57.38,21.47,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0071_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0071_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,72,40.0,1200,generally centered in FOV,695.2,544.1,high,separate from colored reticle/overlay,5,5,19,7,accepted_source_detection,695.2,544.1,-264.8,4.1,accepted_detector_mark,high,,,30.56,61.13,36.08,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0072_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0072_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,73,40.5,1215,generally centered in FOV,718.0,609.0,high,separate from colored reticle/overlay,3,3,9,6,accepted_source_detection,718.0,609.0,-242.0,69.0,accepted_detector_mark,high,,,68.79,137.58,70.64,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0073_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0073_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,74,41.0,1230,generally centered in FOV,710.0,674.5,high,separate from colored reticle/overlay,5,4,16,6,accepted_source_detection,710.0,674.5,-250.0,134.5,accepted_detector_mark,high,,,65.99,131.97,96.96,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0074_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0074_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,75,41.5,1245,generally centered in FOV,698.7,729.8,high,separate from colored reticle/overlay,6,5,23,7,accepted_source_detection,698.7,729.8,-261.3,189.8,accepted_detector_mark,high,,,56.44,112.89,101.55,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0075_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0075_patch.jpg
DOD_111689011.mp4,DOW-UAP-PR34,DoW-UAP-D33,76,42.0,1260,generally centered in FOV,694.0,753.0,high,separate from colored reticle/overlay,5,5,17,9,accepted_source_detection,694.0,753.0,-266.0,213.0,accepted_detector_mark,high,,,23.67,47.34,101.45,accepted detector-centered mark after false-top-edge rejection pass,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/annotated-frames/frame_0076_annotated.jpg,https://github.com/dfredriksen/ufo-uap-release-corpus-assessment/blob/main/research/ufo-derived/video-motion-pass/pr34-d33-manual-track/DOD_111689011/object-zoom-patches/frame_0076_patch.jpg
