video,release_id,sample_index,approx_second,source_frame_index,dvids_phase,dvids_anchor,review_quality,candidate_count,target_center_x,target_center_y,bbox_x0,bbox_y0,bbox_w,bbox_h,component_area,fill_ratio,component_max_luma,component_min_luma,component_mean_luma,local_median_luma,contrast_delta,distance_from_reticle_px,edge_margin_px,dark_structure_relation,nearest_dark_structure_px,detection_threshold,raw_score,caveat,annotated_frame_path,zoom_patch_path
DOD_111689167.mp4,DOW-UAP-PR48,51,51.0,1530,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,1164.5,461.4,1159,458,14,8,85,0.759,231,104,150.47,101.0,130.0,219.06,335.52,separate from dark structure,130.26,20.0,831.857,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0051_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0051_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,52,52.0,1560,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,1082.6,458.8,1078,454,11,11,88,0.727,236,110,151.08,101.0,135.0,147.07,338.82,separate from dark structure,106.83,19.0,876.637,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0052_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0052_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,53,53.0,1590,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,1022.0,455.7,1018,452,9,9,57,0.704,218,107,152.89,102.0,116.0,104.65,335.72,separate from dark structure,94.46,18.0,731.478,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0053_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0053_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,54,54.0,1620,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,979.3,450.9,974,447,13,9,84,0.718,239,108,150.83,101.0,138.0,91.18,330.89,separate from dark structure,109.95,18.0,896.488,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0054_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0054_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,55,55.0,1650,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,936.0,444.0,931,440,11,10,73,0.664,238,112,152.44,102.0,136.0,98.92,324.04,separate from dark structure,195.39,18.0,861.334,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0055_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0055_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,56,56.0,1680,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,899.7,442.8,895,439,10,9,67,0.744,241,117,160.18,105.0,136.0,114.34,322.82,separate from dark structure,167.98,19.0,852.753,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0056_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0056_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,57,57.0,1710,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,900.7,517.4,896,513,10,10,81,0.81,237,103,151.35,100.0,137.0,63.45,362.6,near dark structure,30.55,18.0,879.932,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0057_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0057_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,58,58.0,1740,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,940.3,631.3,936,627,10,10,72,0.72,236,96,146.43,89.0,147.0,93.44,248.67,separate from dark structure,60.61,19.0,919.163,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0058_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0058_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,59,59.0,1770,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,1015.6,665.3,1011,661,10,9,69,0.767,223,90,144.22,85.0,138.0,137.04,214.72,separate from dark structure,35.75,20.0,860.645,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0059_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0059_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,60,60.0,1800,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,1052.3,688.3,1048,683,9,11,79,0.798,221,82,138.15,81.0,140.0,174.67,191.71,near dark structure,18.94,19.0,864.162,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0060_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0060_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,61,61.0,1830,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,medium,18,1042.9,706.1,1034,699,17,14,167,0.702,195,59,94.77,45.0,150.0,185.62,173.9,adjacent to dark structure,4.96,20.0,885.172,"central bright candidate, but adjacent to wind-turbine/dark-structure mask",research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0061_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0061_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,62,62.0,1860,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,medium,18,987.7,712.3,984,709,8,8,52,0.812,214,78,133.27,74.0,140.0,174.49,167.71,adjacent to dark structure,9.72,18.0,778.704,"central bright candidate, but adjacent to wind-turbine/dark-structure mask",research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0062_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0062_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,63,63.0,1890,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,medium,18,961.2,696.8,958,693,8,9,60,0.833,186,59,116.28,61.0,125.0,156.79,183.22,adjacent to dark structure,3.22,18.0,719.993,"central bright candidate, but adjacent to wind-turbine/dark-structure mask",research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0063_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0063_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,64,64.0,1920,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,962.0,664.2,958,659,9,10,67,0.744,232,83,139.45,78.0,154.0,124.2,215.82,near dark structure,15.0,20.0,921.506,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0064_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0064_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,65,65.0,1950,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,960.5,609.3,955,605,11,10,82,0.745,248,89,137.74,81.0,167.0,69.29,270.71,near dark structure,16.91,19.0,1027.57,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0065_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0065_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,66,66.0,1980,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,941.0,550.0,937,547,8,7,46,0.821,231,101,137.67,89.0,142.0,21.52,329.98,separate from dark structure,94.5,20.0,869.179,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0066_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0066_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,67,67.0,2010,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,915.1,484.2,911,480,9,9,63,0.778,249,104,165.33,101.0,148.0,71.62,364.21,separate from dark structure,153.35,18.0,918.079,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0067_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0067_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,68,68.0,2040,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,929.6,461.6,925,457,10,10,86,0.86,244,100,152.74,95.0,149.0,84.09,341.58,separate from dark structure,39.31,18.0,965.83,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0068_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0068_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,69,69.0,2070,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,964.9,451.2,959,447,13,10,97,0.746,252,107,153.42,98.0,154.0,88.96,331.18,separate from dark structure,133.87,18.0,991.168,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0069_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0069_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,70,70.0,2100,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,982.7,425.2,977,417,13,16,134,0.644,248,103,151.95,95.0,153.0,117.02,305.21,separate from dark structure,100.46,18.0,972.89,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0070_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0070_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,71,71.0,2130,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,977.9,404.6,972,401,13,9,95,0.812,247,100,147.67,95.0,152.0,136.6,284.58,separate from dark structure,148.25,18.0,974.365,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0071_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0071_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,72,72.0,2160,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,937.2,411.9,931,406,15,12,117,0.65,236,108,145.65,101.0,135.0,130.07,291.95,separate from dark structure,132.98,18.0,878.956,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0072_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0072_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,73,73.0,2190,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,878.3,420.5,874,416,10,11,79,0.718,253,110,164.89,104.0,149.0,144.75,300.49,separate from dark structure,165.04,18.0,932.397,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0073_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0073_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,74,74.0,2220,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,813.8,413.6,809,409,11,10,88,0.8,255,117,171.14,111.0,144.0,193.27,293.57,separate from dark structure,187.38,18.0,918.48,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0074_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0074_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,75,75.0,2250,wind-farm crossing,DVIDS 00:00-01:39: center-frame tracking continues while wind turbines pass through scene,high,18,775.3,446.7,770,442,11,12,106,0.803,252,122,172.78,116.0,136.0,206.93,275.3,separate from dark structure,276.59,18.0,878.913,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0075_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0075_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,76,76.0,2280,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,806.3,516.2,802,511,10,11,85,0.773,255,117,171.75,109.0,146.0,155.53,306.31,separate from dark structure,228.05,18.0,929.611,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0076_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0076_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,77,77.0,2310,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,871.2,579.1,865,575,15,10,110,0.733,255,107,153.23,102.0,153.0,97.0,300.88,separate from dark structure,156.76,18.0,983.926,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0077_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0077_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,78,78.0,2340,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,922.5,620.8,917,616,12,10,89,0.742,251,100,154.31,95.0,156.0,89.06,259.22,separate from dark structure,114.79,18.0,998.936,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0078_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0078_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,79,79.0,2370,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,948.7,645.7,943,641,13,11,101,0.706,252,97,147.7,87.0,165.0,106.33,234.28,near dark structure,19.62,18.0,1021.757,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0079_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0079_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,80,80.0,2400,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,952.1,678.6,947,670,13,18,136,0.581,232,93,131.48,83.0,149.0,138.85,201.38,separate from dark structure,51.41,18.0,942.071,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0080_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0080_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,81,81.0,2430,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,938.6,720.0,932,714,15,13,121,0.621,245,93,133.55,85.0,160.0,181.23,160.04,separate from dark structure,56.11,18.0,991.863,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0081_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0081_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,82,82.0,2460,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,1025.2,699.3,1020,695,11,10,83,0.755,255,87,140.89,78.0,177.0,172.16,180.65,near dark structure,18.78,18.0,1058.169,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0082_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0082_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,83,83.0,2490,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,medium,18,1119.0,681.5,1113,677,12,10,89,0.742,251,86,142.35,78.0,173.0,212.84,198.47,adjacent to dark structure,10.04,18.0,1001.704,"central bright candidate, but adjacent to wind-turbine/dark-structure mask",research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0083_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0083_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,84,84.0,2520,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,1172.9,677.8,1167,673,14,11,106,0.688,245,87,137.31,78.0,167.0,253.63,202.16,near dark structure,20.18,18.0,997.341,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0084_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0084_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,85,85.0,2550,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,medium,18,1194.5,686.6,1186,681,18,13,141,0.603,251,78,128.33,76.0,175.0,276.59,193.38,adjacent to dark structure,10.63,18.0,990.436,"central bright candidate, but adjacent to wind-turbine/dark-structure mask",research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0085_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0085_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,86,86.0,2580,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,1205.4,641.6,1200,637,12,10,92,0.767,252,89,145.62,79.0,173.0,265.6,238.43,near dark structure,24.32,18.0,1030.641,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0086_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0086_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,87,87.0,2610,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,1189.8,497.3,1183,492,14,12,128,0.762,253,89,133.46,76.0,177.0,233.77,310.16,near dark structure,17.36,18.0,1057.454,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0087_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0087_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,88,88.0,2640,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,1147.3,375.2,1139,367,17,17,172,0.595,255,97,142.96,90.0,165.0,249.46,255.19,separate from dark structure,35.54,18.0,1001.404,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0088_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0088_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,89,89.0,2670,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,1076.0,440.4,1070,435,13,13,107,0.633,250,103,153.22,96.0,154.0,152.91,320.41,separate from dark structure,65.62,18.0,969.514,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0089_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0089_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,90,90.0,2700,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,1013.4,490.4,1003,485,19,12,150,0.658,252,107,153.41,97.0,155.0,72.9,370.35,separate from dark structure,71.39,18.0,993.964,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0090_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0090_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,91,91.0,2730,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,1099.9,454.2,1094,449,13,10,96,0.738,254,97,153.0,87.0,167.0,164.1,334.17,near dark structure,13.2,18.0,1021.378,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0091_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0091_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,92,92.0,2760,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,medium,18,1041.0,538.0,1038,535,7,7,34,0.694,137,89,113.65,83.0,54.0,81.0,342.03,separate from dark structure,79.04,18.0,374.923,usable central bright contrast candidate,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0092_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0092_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,93,93.0,2790,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,1076.9,430.8,1071,425,13,13,122,0.722,255,89,153.02,93.0,162.0,159.94,310.8,separate from dark structure,84.8,18.0,1014.337,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0093_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0093_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,94,94.0,2820,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,948.5,473.6,943,468,12,12,113,0.785,255,111,158.37,101.0,154.0,67.4,353.59,separate from dark structure,40.04,18.0,998.778,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0094_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0094_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,95,95.0,2850,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,913.9,520.6,906,513,19,15,176,0.618,252,107,154.35,102.0,150.0,49.99,359.4,separate from dark structure,119.46,18.0,971.384,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0095_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0095_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,96,96.0,2880,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,972.5,559.5,969,555,9,10,75,0.833,249,100,163.72,95.0,154.0,23.19,320.48,separate from dark structure,154.52,18.0,983.945,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0096_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0096_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,97,97.0,2910,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,1006.9,584.1,998,576,18,17,158,0.516,246,100,138.39,93.0,153.0,64.37,295.95,separate from dark structure,152.04,18.0,975.922,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0097_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0097_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,98,98.0,2940,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,1021.1,608.1,1012,599,17,16,142,0.522,255,102,144.56,96.0,159.0,91.54,271.86,separate from dark structure,110.66,18.0,1001.396,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0098_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0098_patch.jpg
DOD_111689167.mp4,DOW-UAP-PR48,99,99.0,2970,late centered track,DVIDS 00:00-01:39: area of contrast remains generally within center field,high,18,1008.2,626.5,1002,622,16,10,109,0.681,253,102,151.72,93.0,160.0,99.0,253.5,separate from dark structure,144.54,18.0,1014.861,compact bright contrast candidate in central field,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/annotated-frames/frame_0099_annotated.jpg,research/ufo-derived/video-motion-pass/pr48-track-review/DOD_111689167/target-patches/frame_0099_patch.jpg

