video,release_id,approx_second,frame_index,phase,confidence,candidate_count,group_size,centroid_x_crop,centroid_y_crop,centroid_x_full,centroid_y_full,span_x,span_y,sum_area,mean_area,max_luma,mean_luma,mean_pair_distance,max_pair_distance,d12,d23,d13,overlay_relation,nearest_overlay_px,note,p1_x_crop,p1_y_crop,p1_area,p1_max_luma,p2_x_crop,p2_y_crop,p2_area,p2_max_luma,p3_x_crop,p3_y_crop,p3_area,p3_max_luma
DOD_111689142.mp4,DOW-UAP-PR47,29.0,870,upper-field formation track,high,3,3,424.025,21.688,904.025,291.688,39.241,15.159,1163,387.667,255,209.705,29.209,42.067,35.981,9.58,42.067,separate from colored overlay,35.505,three compact bright contrast areas detected as a tight group,399.141,28.867,368,255,434.552,22.489,706,255,438.382,13.708,89,249
DOD_111689142.mp4,DOW-UAP-PR47,29.2,876,upper-field formation track,high,4,3,422.232,40.039,902.232,310.039,57.14,15.194,1085,361.667,255,210.175,39.585,59.125,30.563,29.066,59.125,near colored overlay,34.823,three compact bright contrast areas detected as a tight group,393.088,46.456,375,255,423.381,42.4,565,255,450.228,31.262,145,255
DOD_111689142.mp4,DOW-UAP-PR47,29.4,882,upper-field formation track,high,3,3,391.52,42.801,871.52,312.801,48.202,15.743,1173,391,255,209.457,35.893,48.322,17.998,41.36,48.322,separate from colored overlay,64.48,three compact bright contrast areas detected as a tight group,372.545,49.187,385,255,381.267,33.444,187,251,420.747,45.772,601,253
DOD_111689142.mp4,DOW-UAP-PR47,29.6,888,upper-field formation track,high,4,3,407.434,20.7,887.434,290.7,48.761,15.979,1090,363.333,255,210.355,36.365,48.813,18.47,41.81,48.813,separate from colored overlay,49.111,three compact bright contrast areas detected as a tight group,388.093,26.781,356,255,397.356,10.802,202,251,436.853,24.517,532,253
DOD_111689142.mp4,DOW-UAP-PR47,29.8,894,upper-field formation track,medium,2,2,447.254,6.695,927.254,276.695,18.242,11.889,1008,504,255,186.83,21.774,21.774,,,,near colored overlay,25.261,two compact bright areas detected; possible partial formation visibility,438.133,12.639,992,255,456.375,0.75,16,202,,,,
DOD_111689142.mp4,DOW-UAP-PR47,30.0,900,upper-field formation track,high,3,3,436.035,23.986,916.035,293.986,59.749,14.695,1161,387,255,206.758,41.029,61.53,27.689,33.867,61.53,near colored overlay,22.057,three compact bright contrast areas detected as a tight group,407.233,31.381,399,255,433.89,23.892,593,255,466.982,16.686,169,244
DOD_111689142.mp4,DOW-UAP-PR47,30.2,906,upper-field formation track,high,5,3,404.419,18.143,884.419,288.143,43.504,20.214,907,302.333,255,211.656,34.145,43.675,18.537,40.224,43.675,separate from colored overlay,53.964,three compact bright contrast areas detected as a tight group,387.008,22.307,374,255,395.736,5.953,193,255,430.512,26.168,340,251
DOD_111689142.mp4,DOW-UAP-PR47,30.4,912,upper-field formation track,high,4,3,417.107,25.431,897.107,295.431,59.501,14.255,1079,359.667,255,211.99,40.981,61.184,32.081,29.679,61.184,separate from colored overlay,39.444,three compact bright contrast areas detected as a tight group,386.637,31.291,361,255,418.545,27.966,580,255,446.138,17.036,138,249
DOD_111689142.mp4,DOW-UAP-PR47,30.6,918,upper-field formation track,high,5,3,412.523,32.598,892.523,302.598,45.873,19.229,940,313.333,255,212.364,35.295,45.999,18.087,41.799,45.999,separate from colored overlay,45.264,three compact bright contrast areas detected as a tight group,394.312,36.738,401,255,403.072,20.914,209,255,440.185,40.142,330,255
DOD_111689142.mp4,DOW-UAP-PR47,30.8,924,upper-field formation track,high,4,3,437.859,29.674,917.859,299.674,40.111,14.847,1146,382,255,199.403,28.86,42.77,25.722,18.088,42.77,near colored overlay,16.144,three compact bright contrast areas detected as a tight group,417.122,39.008,953,255,439.223,25.851,94,246,457.232,24.162,99,248
DOD_111689142.mp4,DOW-UAP-PR47,31.0,930,upper-field formation track,high,3,3,403.423,21.95,883.423,291.95,39.087,15.248,1171,390.333,255,206.263,29.316,41.956,36.689,9.302,41.956,separate from colored overlay,48.673,three compact bright contrast areas detected as a tight group,378.354,29.177,373,255,414.475,22.745,714,255,417.44,13.929,84,238
DOD_111689142.mp4,DOW-UAP-PR47,31.2,936,upper-field formation track,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,31.4,942,upper-field formation track,high,3,3,416.982,11.996,896.982,281.996,41.444,13.687,1171,390.333,255,207.33,31.587,43.06,43.06,10.101,41.601,separate from colored overlay,42.971,three compact bright contrast areas detected as a tight group,389.559,17.76,358,255,430.385,4.073,96,255,431.003,14.155,717,255
DOD_111689142.mp4,DOW-UAP-PR47,31.6,948,upper-field formation track,high,4,3,427.723,31.917,907.723,301.917,57.835,16.423,1080,360,255,204.85,40.174,60.121,28.167,32.234,60.121,near colored overlay,28.277,three compact bright contrast areas detected as a tight group,399.196,39.013,397,255,426.94,34.148,554,255,457.031,22.589,129,252
DOD_111689142.mp4,DOW-UAP-PR47,31.8,954,upper-field formation track,high,4,3,502.217,35.026,982.217,305.026,50.435,17.195,1082,360.667,254,204.886,38.204,50.499,18.768,45.346,50.499,near colored overlay,33.218,three compact bright contrast areas detected as a tight group,482.899,41.605,365,254,490.421,24.41,195,249,533.333,39.063,522,254
DOD_111689142.mp4,DOW-UAP-PR47,32.0,960,upper-field formation track,high,4,3,478.4,59.291,958.4,329.291,52.872,12.151,971,323.667,253,201.075,37.993,52.875,46.827,14.276,52.875,near colored overlay,9.405,three compact bright contrast areas detected as a tight group,445.65,62.947,283,253,491.028,51.387,106,250,498.522,63.538,582,251
DOD_111689142.mp4,DOW-UAP-PR47,32.2,966,upper-field formation track,high,5,3,425.785,49.879,905.785,319.879,39.488,15.121,984,328,255,200.033,28.679,42.284,26.892,16.861,42.284,near colored overlay,30.215,three compact bright contrast areas detected as a tight group,403.775,56.358,391,255,430.318,52.041,513,254,443.262,41.237,80,243
DOD_111689142.mp4,DOW-UAP-PR47,32.4,972,upper-field formation track,high,4,3,386.601,37.401,866.601,307.401,51.296,17.189,1101,367,255,212.017,38.883,51.323,18.672,46.654,51.323,separate from colored overlay,70.203,three compact bright contrast areas detected as a tight group,367.072,43.694,373,255,374.364,26.505,198,255,418.368,42.004,530,255
DOD_111689142.mp4,DOW-UAP-PR47,32.6,978,upper-field formation track,high,4,3,386.08,40.666,866.08,310.666,48.099,16.249,1090,363.333,255,215.162,36.27,48.126,18.214,42.469,48.126,separate from colored overlay,70.124,three compact bright contrast areas detected as a tight group,367.303,46.621,343,255,375.533,30.372,180,255,415.402,45.004,567,255
DOD_111689142.mp4,DOW-UAP-PR47,32.8,984,upper-field formation track,high,3,3,388.888,53.396,868.888,323.396,47.785,16.621,1169,389.667,255,212.924,36.097,47.928,18.371,41.993,47.928,separate from colored overlay,67.113,three compact bright contrast areas detected as a tight group,370.352,60.173,358,255,378.177,43.552,181,255,418.137,56.462,630,255
DOD_111689142.mp4,DOW-UAP-PR47,33.0,990,upper-field formation track,high,4,3,462.316,57.061,942.316,327.061,54.449,18.215,975,325,255,205.719,41.451,54.454,19.631,50.267,54.454,intersects colored overlay,0.322,three compact bright contrast areas detected as a tight group,441.726,63.375,347,255,449.048,45.16,125,252,496.175,62.648,503,252
DOD_111689142.mp4,DOW-UAP-PR47,33.2,996,upper-field formation track,medium,2,2,481.393,5.89,961.393,275.89,41.059,0.437,612,306,255,200.559,41.061,41.061,,,,near colored overlay,25.851,two compact bright areas detected; possible partial formation visibility,460.864,6.108,250,255,501.923,5.671,362,250,,,,
DOD_111689142.mp4,DOW-UAP-PR47,33.4,1002,upper-field formation track,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,33.6,1008,upper-field formation track,high,4,3,406.634,12.296,886.634,282.296,50.398,12.446,1056,352,255,205.63,35.739,50.411,18.886,37.921,50.411,separate from colored overlay,52.445,three compact bright contrast areas detected as a tight group,385.1,16.822,411,255,399.304,4.376,125,246,435.498,15.688,520,255
DOD_111689142.mp4,DOW-UAP-PR47,33.8,1014,upper-field formation track,high,4,3,445.227,87.882,925.227,357.882,49.653,13.873,1091,363.667,255,198.493,34.915,50.111,25.54,29.093,50.111,near colored overlay,10.773,three compact bright contrast areas detected as a tight group,421.529,94.76,963,255,442.972,80.887,106,244,471.182,88.0,22,233
DOD_111689142.mp4,DOW-UAP-PR47,34.0,1020,upper-field formation track,high,4,3,429.026,90.884,909.026,360.884,50.739,17.499,1111,370.333,255,203.701,35.98,53.672,29.43,24.839,53.672,near colored overlay,26.974,three compact bright contrast areas detected as a tight group,402.491,98.624,426,255,431.359,92.903,637,255,453.229,81.125,48,249
DOD_111689142.mp4,DOW-UAP-PR47,34.2,1026,upper-field formation track,high,5,3,411.768,97.502,891.768,367.502,43.902,21.893,996,332,255,213.247,35.125,44.105,19.566,41.702,44.105,separate from colored overlay,44.235,three compact bright contrast areas detected as a tight group,394.331,101.983,402,255,402.739,84.315,238,255,438.233,106.208,356,255
DOD_111689142.mp4,DOW-UAP-PR47,34.4,1032,upper-field formation track,high,4,3,490.305,210.414,970.305,480.414,49.879,23.49,847,282.333,252,200.909,40.001,50.546,24.785,44.673,50.546,intersects colored overlay,0.514,three compact bright contrast areas detected as a tight group,471.043,220.971,70,241,478.952,197.482,166,250,520.921,212.787,611,252
DOD_111689142.mp4,DOW-UAP-PR47,34.6,1038,upper-field formation track,high,4,3,442.966,90.746,922.966,360.746,61.247,7.553,1060,353.333,255,203.681,41.425,61.669,21.703,40.902,61.669,near colored overlay,13.036,three compact bright contrast areas detected as a tight group,415.768,95.663,406,255,436.115,88.11,400,251,477.016,88.465,254,251
DOD_111689142.mp4,DOW-UAP-PR47,34.8,1044,upper-field formation track,high,5,3,504.045,118.038,984.045,388.038,51.527,20.093,952,317.333,255,205.174,37.01,55.306,27.041,28.683,55.306,separate from colored overlay,35.045,three compact bright contrast areas detected as a tight group,478.126,126.926,190,250,504.356,120.353,612,255,529.653,106.833,150,255
DOD_111689142.mp4,DOW-UAP-PR47,35.0,1050,upper-field formation track,high,3,3,510.77,162.151,990.77,432.151,45.411,13.489,1163,387.667,255,201.085,32.914,45.445,34.822,18.474,45.445,separate from colored overlay,41.231,three compact bright contrast areas detected as a tight group,484.704,165.474,506,254,517.491,153.745,55,234,530.115,167.234,602,255
DOD_111689142.mp4,DOW-UAP-PR47,35.2,1056,upper-field formation track,high,4,3,465.909,157.291,945.909,427.291,51.857,18.846,1015,338.333,255,201.578,40.307,51.858,19.58,49.483,51.858,intersects colored overlay,0.305,three compact bright contrast areas detected as a tight group,446.588,163.412,243,255,452.692,144.808,52,248,498.446,163.654,720,255
DOD_111689142.mp4,DOW-UAP-PR47,35.4,1062,upper-field formation track,high,4,3,387.294,76.119,867.294,346.119,48.833,16.68,1102,367.333,255,216.087,36.902,48.86,18.654,43.193,48.86,separate from colored overlay,68.706,three compact bright contrast areas detected as a tight group,368.233,82.219,361,255,376.583,65.539,180,252,417.066,80.599,561,255
DOD_111689142.mp4,DOW-UAP-PR47,35.6,1068,upper-field formation track,high,3,3,354.799,39.845,834.799,309.845,48.351,16.549,1162,387.333,255,211.427,36.531,48.423,18.294,42.876,48.423,separate from colored overlay,101.201,three compact bright contrast areas detected as a tight group,336.083,46.239,360,255,343.879,29.69,174,255,384.435,43.605,628,252
DOD_111689142.mp4,DOW-UAP-PR47,35.8,1074,upper-field formation track,high,4,3,368.955,49.394,848.955,319.394,55.928,18.125,1113,371,253,206.221,40.819,56.727,42.862,22.869,56.727,separate from colored overlay,87.046,three compact bright contrast areas detected as a tight group,336.319,49.678,609,251,378.301,58.315,362,252,392.246,40.19,142,253
DOD_111689142.mp4,DOW-UAP-PR47,36.0,1080,upper-field formation track,high,4,3,359.433,75.15,839.433,345.15,48.469,16.74,1087,362.333,255,213.344,36.652,48.511,18.7,42.745,48.511,separate from colored overlay,96.567,three compact bright contrast areas detected as a tight group,340.499,81.407,371,255,348.833,64.667,162,246,388.968,79.375,554,255
DOD_111689142.mp4,DOW-UAP-PR47,36.2,1086,upper-field formation track,high,4,3,410.768,23.821,890.768,293.821,49.021,16.274,1088,362.667,255,213.019,36.806,49.05,18.42,42.949,49.05,separate from colored overlay,46.364,three compact bright contrast areas detected as a tight group,391.551,29.806,381,253,400.179,13.532,190,253,440.573,28.126,517,255
DOD_111689142.mp4,DOW-UAP-PR47,36.4,1092,upper-field formation track,high,6,3,440.403,28.924,920.403,298.924,57.115,20.633,758,252.667,255,204.818,43.172,57.235,18.49,53.791,57.235,near colored overlay,15.898,three compact bright contrast areas detected as a tight group,418.885,33.332,425,255,426.323,16.404,198,252,476.0,37.037,135,249
DOD_111689142.mp4,DOW-UAP-PR47,36.6,1098,upper-field formation track,high,4,3,498.282,65.936,978.282,335.936,30.704,21.421,1040,346.667,255,201.65,26.733,36.029,36.029,12.023,32.147,near colored overlay,29.282,three compact bright contrast areas detected as a tight group,478.39,76.251,187,255,507.36,54.83,100,244,509.094,66.728,753,255
DOD_111689142.mp4,DOW-UAP-PR47,36.8,1104,upper-field formation track,high,5,3,458.941,50.819,938.941,320.819,48.451,25.712,936,312,254,202.161,39.617,49.011,21.047,49.011,48.794,intersects colored overlay,0.191,three compact bright contrast areas detected as a tight group,440.549,55.543,370,253,447.276,35.6,185,254,489.0,61.312,381,245
DOD_111689142.mp4,DOW-UAP-PR47,37.0,1110,upper-field formation track,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,37.2,1116,upper-field formation track,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,37.4,1122,upper-field formation track,high,4,3,383.345,28.157,863.345,298.157,61.011,13.634,1095,365,255,211.552,41.742,62.516,30.732,31.977,62.516,separate from colored overlay,72.678,three compact bright contrast areas detected as a tight group,352.864,34.128,368,255,383.297,29.848,559,255,413.875,20.494,168,255
DOD_111689142.mp4,DOW-UAP-PR47,37.6,1128,upper-field formation track,high,3,3,454.57,89.208,934.57,359.208,50.735,16.976,1163,387.667,255,209.821,38.222,50.846,18.61,45.212,50.846,intersects colored overlay,1.635,three compact bright contrast areas detected as a tight group,435.117,95.986,429,255,442.74,79.01,208,255,485.852,92.629,526,255
DOD_111689142.mp4,DOW-UAP-PR47,37.8,1134,upper-field formation track,high,4,3,475.107,105.897,955.107,375.897,51.651,13.612,1027,342.333,255,203.204,37.46,51.651,44.364,16.366,51.651,near colored overlay,5.523,three compact bright contrast areas detected as a tight group,443.816,110.513,320,255,486.04,96.9,100,249,495.466,110.278,607,255
DOD_111689142.mp4,DOW-UAP-PR47,38.0,1140,upper-field formation track,high,4,3,507.755,80.026,987.755,350.026,50.205,17.157,1119,373,255,213.942,38.024,50.232,18.977,44.863,50.232,separate from colored overlay,37.755,three compact bright contrast areas detected as a tight group,488.317,86.294,385,255,496.426,69.137,190,253,538.522,84.649,544,255
DOD_111689142.mp4,DOW-UAP-PR47,38.2,1146,upper-field formation track,high,4,3,460.951,63.208,940.951,333.208,51.831,18.121,1038,346,255,205.974,39.817,51.851,19.222,48.378,51.851,intersects colored overlay,0.214,three compact bright contrast areas detected as a tight group,441.537,69.736,326,255,447.948,51.615,135,255,493.367,68.274,577,255
DOD_111689142.mp4,DOW-UAP-PR47,38.4,1152,upper-field formation track,high,3,3,461.76,128.854,941.76,398.854,51.159,19.146,1116,372,255,205.582,39.681,51.218,20.257,47.569,51.218,intersects colored overlay,0.281,three compact bright contrast areas detected as a tight group,442.502,136.053,319,255,449.118,116.908,119,252,493.661,133.602,678,255
DOD_111689142.mp4,DOW-UAP-PR47,38.6,1158,upper-field formation track,high,4,3,459.268,142.554,939.268,412.554,51.627,18.747,1092,364,255,208.163,39.781,51.653,20.078,47.611,51.653,intersects colored overlay,0.521,three compact bright contrast areas detected as a tight group,439.663,149.356,365,255,446.851,130.609,161,253,491.29,147.696,566,255
DOD_111689142.mp4,DOW-UAP-PR47,38.8,1164,upper-field formation track,high,3,3,413.743,28.489,893.743,298.489,38.632,16.283,1168,389.333,255,208.23,29.925,41.923,37.726,10.125,41.923,separate from colored overlay,42.284,three compact bright contrast areas detected as a tight group,388.465,36.003,340,255,425.668,29.744,735,255,427.097,19.72,93,242
DOD_111689142.mp4,DOW-UAP-PR47,39.0,1170,upper-field formation track,high,3,3,372.831,11.906,852.831,281.906,47.647,13.284,1151,383.667,255,204.339,34.281,47.701,18.07,37.071,47.701,separate from colored overlay,85.562,three compact bright contrast areas detected as a tight group,352.865,17.09,423,255,365.116,3.806,129,252,400.513,14.823,599,255
DOD_111689142.mp4,DOW-UAP-PR47,39.2,1176,upper-field formation track,high,3,3,367.24,18.642,847.24,288.642,39.754,14.797,1171,390.333,255,211.496,30.275,42.419,38.44,9.967,42.419,separate from colored overlay,89.484,three compact bright contrast areas detected as a tight group,341.283,25.229,371,255,379.401,20.264,719,255,381.037,10.432,81,250
DOD_111689142.mp4,DOW-UAP-PR47,39.4,1182,upper-field formation track,high,4,3,364.307,13.043,844.307,283.043,49.786,13.071,1044,348,255,206.053,35.651,49.805,18.11,39.037,49.805,separate from colored overlay,93.248,three compact bright contrast areas detected as a tight group,343.533,17.866,403,255,356.068,4.795,146,253,393.319,16.469,495,251
DOD_111689142.mp4,DOW-UAP-PR47,39.6,1188,upper-field formation track,medium,2,2,400.415,5.022,880.415,275.022,40.278,0.118,613,306.5,255,208.297,40.278,40.278,,,,separate from colored overlay,60.939,two compact bright areas detected; possible partial formation visibility,380.276,4.963,268,255,420.554,5.081,345,255,,,,
DOD_111689142.mp4,DOW-UAP-PR47,39.8,1194,upper-field formation track,high,5,3,467.029,119.667,947.029,389.667,57.058,17.93,835,278.333,254,201.004,42.966,57.062,18.58,53.255,57.062,intersects colored overlay,0.334,three compact bright contrast areas detected as a tight group,445.706,125.188,255,254,452.618,107.941,68,245,502.764,125.871,512,250
DOD_111689142.mp4,DOW-UAP-PR47,40.0,1200,upper-field formation track,high,3,3,502.225,138.166,982.225,408.166,34.044,19.063,1113,371,254,202.013,27.751,39.018,34.342,9.894,39.018,near colored overlay,31.3,three compact bright contrast areas detected as a tight group,479.85,147.593,253,254,512.932,138.377,775,254,513.894,128.529,85,240
DOD_111689142.mp4,DOW-UAP-PR47,40.2,1206,upper-field formation track,high,3,3,531.2,123.658,1011.2,393.658,39.705,16.044,1171,390.333,255,209.264,30.966,42.127,42.127,10.705,40.066,separate from colored overlay,63.904,three compact bright contrast areas detected as a tight group,504.981,130.794,369,255,543.933,114.75,60,240,544.686,125.429,742,255
DOD_111689142.mp4,DOW-UAP-PR47,40.4,1212,upper-field formation track,high,4,3,532.595,44.141,1012.595,314.141,50.666,16.09,1092,364,254,208.398,37.75,50.699,18.355,44.197,50.699,separate from colored overlay,64.563,three compact bright contrast areas detected as a tight group,512.762,50.116,370,252,521.594,34.026,192,251,563.428,48.281,530,254
DOD_111689142.mp4,DOW-UAP-PR47,40.6,1218,upper-field formation track,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,40.8,1224,upper-field formation track,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,41.0,1230,upper-field formation track,medium,2,2,447.307,11.993,927.307,281.993,45.462,1.947,922,461,255,206.013,45.504,45.504,,,,near colored overlay,20.451,two compact bright areas detected; possible partial formation visibility,424.576,11.019,417,253,470.038,12.966,505,255,,,,
DOD_111689142.mp4,DOW-UAP-PR47,41.2,1236,upper-field formation track,high,5,3,441.641,38.706,921.641,308.706,61.955,14.858,869,289.667,255,206.583,43.152,62.895,39.275,27.287,62.895,near colored overlay,16.362,three compact bright contrast areas detected as a tight group,407.966,40.976,414,255,447.035,45.0,201,255,469.921,30.142,254,252
DOD_111689142.mp4,DOW-UAP-PR47,41.4,1242,upper-field formation track,high,4,3,458.472,46.609,938.472,316.609,54.112,16.459,1111,370.333,255,208.275,39.964,54.231,18.768,46.893,54.231,intersects colored overlay,0.613,three compact bright contrast areas detected as a tight group,437.429,53.293,392,255,446.447,36.834,199,252,491.54,49.7,520,255
DOD_111689142.mp4,DOW-UAP-PR47,41.6,1248,upper-field formation track,high,4,3,459.718,63.546,939.718,333.546,50.688,18.195,1078,359.333,255,209.662,38.861,50.712,19.745,46.126,50.712,intersects colored overlay,0.535,three compact bright contrast areas detected as a tight group,440.265,70.129,388,255,447.934,51.934,151,249,490.954,68.575,539,255
DOD_111689142.mp4,DOW-UAP-PR47,41.8,1254,upper-field formation track,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,42.0,1260,upper-field formation track,high,4,3,385.746,21.32,865.746,291.32,50.33,16.848,1105,368.333,255,207.436,37.866,50.368,18.91,44.321,50.368,separate from colored overlay,70.788,three compact bright contrast areas detected as a tight group,366.107,27.587,383,255,374.694,10.74,196,250,416.437,25.633,526,252
DOD_111689142.mp4,DOW-UAP-PR47,42.2,1266,upper-field formation track,high,5,3,413.386,87.368,893.386,357.368,42.468,20.604,978,326,255,209.557,33.678,42.638,19.023,39.373,42.638,separate from colored overlay,42.615,three compact bright contrast areas detected as a tight group,396.258,91.702,403,255,405.175,74.899,217,255,438.726,95.503,358,255
DOD_111689142.mp4,DOW-UAP-PR47,42.4,1272,upper-field formation track,high,4,3,459.041,112.063,939.041,382.063,52.476,16.85,1083,361,255,211.396,39.382,52.512,18.595,47.038,52.512,intersects colored overlay,0.075,three compact bright contrast areas detected as a tight group,438.927,118.325,369,255,446.792,101.475,183,255,491.403,116.39,531,254
DOD_111689142.mp4,DOW-UAP-PR47,42.6,1278,upper-field formation track,high,4,3,441.294,81.431,921.294,351.431,63.14,7.268,1065,355,255,207.57,42.627,63.557,22.11,42.215,63.557,near colored overlay,14.712,three compact bright contrast areas detected as a tight group,413.272,86.233,404,255,434.198,79.094,404,255,476.412,78.965,257,251
DOD_111689142.mp4,DOW-UAP-PR47,42.8,1284,upper-field formation track,high,4,3,444.656,39.808,924.656,309.808,58.523,13.693,1023,341,255,203.346,40.696,58.64,34.55,28.898,58.64,near colored overlay,11.345,three compact bright contrast areas detected as a tight group,414.124,37.714,623,255,447.199,47.702,171,254,472.646,34.009,229,251
DOD_111689142.mp4,DOW-UAP-PR47,43.0,1290,upper-to-mid descent,high,4,3,439.585,36.363,919.585,306.363,61.755,8.665,1053,351,255,200.171,41.609,62.36,23.571,38.896,62.36,near colored overlay,18.418,three compact bright contrast areas detected as a tight group,411.323,40.923,390,255,434.354,35.908,446,255,473.078,32.258,217,249
DOD_111689142.mp4,DOW-UAP-PR47,43.2,1296,upper-to-mid descent,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,43.4,1302,upper-to-mid descent,high,4,3,386.849,17.257,866.849,287.257,49.428,16.909,1087,362.333,255,210.765,37.116,49.488,19.399,42.461,49.488,separate from colored overlay,70.141,three compact bright contrast areas detected as a tight group,367.203,23.706,354,255,376.712,6.798,163,250,416.632,21.267,570,253
DOD_111689142.mp4,DOW-UAP-PR47,43.6,1308,upper-to-mid descent,high,3,3,399.057,99.641,879.057,369.641,40.107,15.339,1164,388,255,211.655,30.357,42.94,37.733,10.398,42.94,separate from colored overlay,56.944,three compact bright contrast areas detected as a tight group,373.236,106.525,364,255,410.593,101.214,730,255,413.343,91.186,70,248
DOD_111689142.mp4,DOW-UAP-PR47,43.8,1314,upper-to-mid descent,high,3,3,415.526,85.489,895.526,355.489,39.964,15.813,1176,392,255,208.005,30.615,42.979,38.55,10.317,42.979,separate from colored overlay,40.551,three compact bright contrast areas detected as a tight group,389.495,92.647,368,253,427.626,86.986,712,255,429.458,76.833,96,253
DOD_111689142.mp4,DOW-UAP-PR47,44.0,1320,upper-to-mid descent,high,5,3,410.007,35.028,890.007,305.028,51.275,16.556,1082,360.667,255,211.717,38.376,51.333,18.489,45.306,51.333,separate from colored overlay,46.003,three compact bright contrast areas detected as a tight group,390.173,41.355,394,255,398.402,24.799,199,255,441.448,38.93,489,255
DOD_111689142.mp4,DOW-UAP-PR47,44.2,1326,upper-to-mid descent,low,2,1,440.0,0.911,920.0,270.911,0.0,0.0,45,45,223,167.533,,,,,,near colored overlay,32.524,only one compact bright candidate detected,440.0,0.911,45,223,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,44.4,1332,upper-to-mid descent,low,3,2,432.598,0.426,912.598,270.426,35.804,0.07,49,24.5,163,138.064,35.804,35.804,,,,separate from colored overlay,37.491,two weak compact candidates detected; possible background or overlay residue,414.696,0.391,23,150,450.5,0.462,26,163,,,,
DOD_111689142.mp4,DOW-UAP-PR47,44.6,1338,upper-to-mid descent,medium,2,2,431.745,7.396,911.745,277.396,41.905,0.557,723,361.5,255,206.774,41.909,41.909,,,,near colored overlay,33.374,two compact bright areas detected; possible partial formation visibility,410.793,7.118,323,255,452.697,7.675,400,255,,,,
DOD_111689142.mp4,DOW-UAP-PR47,44.8,1344,upper-to-mid descent,medium,2,2,456.526,3.623,936.526,273.623,41.072,0.309,508,254,255,214.373,41.073,41.073,,,,near colored overlay,24.257,two compact bright areas detected; possible partial formation visibility,435.99,3.468,203,255,477.062,3.777,305,255,,,,
DOD_111689142.mp4,DOW-UAP-PR47,45.0,1350,upper-to-mid descent,medium,2,2,462.891,13.589,942.891,283.589,14.796,11.301,1176,588,255,208.776,18.618,18.618,,,,near colored overlay,18.412,two compact bright areas detected; possible partial formation visibility,455.493,19.239,1079,255,470.289,7.938,97,250,,,,
DOD_111689142.mp4,DOW-UAP-PR47,45.2,1356,upper-to-mid descent,none,0,0,,,,,,,,,,,,,,,,,,no compact bright formation candidate survived overlay suppression,,,,,,,,,,,,
DOD_111689142.mp4,DOW-UAP-PR47,45.4,1362,upper-to-mid descent,high,4,3,434.228,27.194,914.228,297.194,57.746,16.929,1088,362.667,254,210.77,41.187,58.44,40.044,25.076,58.44,near colored overlay,24.253,three compact bright contrast areas detected as a tight group,401.897,27.538,613,253,441.145,35.486,290,254,459.643,18.557,185,252
DOD_111689142.mp4,DOW-UAP-PR47,45.6,1368,upper-to-mid descent,high,5,3,414.478,50.841,894.478,320.841,43.553,19.949,916,305.333,255,204.466,33.804,43.773,18.321,39.318,43.773,separate from colored overlay,41.522,three compact bright contrast areas detected as a tight group,396.737,54.565,384,254,406.408,39.005,211,255,440.29,58.953,321,255
DOD_111689142.mp4,DOW-UAP-PR47,45.8,1374,upper-to-mid descent,high,4,3,410.216,42.976,890.216,312.976,49.591,15.587,1077,359,255,211.274,36.591,49.662,18.593,41.516,49.662,separate from colored overlay,46.059,three compact bright contrast areas detected as a tight group,390.306,49.06,369,251,400.443,33.473,203,253,439.897,46.396,505,255
DOD_111689142.mp4,DOW-UAP-PR47,46.0,1380,upper-to-mid descent,high,3,3,520.644,133.881,1000.644,403.881,40.288,15.616,1178,392.667,255,211.237,30.736,43.209,38.715,10.284,43.209,separate from colored overlay,50.811,three compact bright contrast areas detected as a tight group,494.442,140.927,369,254,532.761,135.404,735,255,534.73,125.311,74,242
DOD_111689142.mp4,DOW-UAP-PR47,46.2,1386,upper-to-mid descent,high,4,3,517.122,120.14,997.122,390.14,49.113,12.785,1174,391.333,255,196.883,34.931,49.24,37.423,18.129,49.24,separate from colored overlay,47.773,three compact bright contrast areas detected as a tight group,488.664,122.051,608,254,524.925,112.792,53,224,537.778,125.577,513,255
