video,release_id,sample_index,approx_second,source_frame_index,is_dvids_event_window,dvids_phase,dvids_anchor,review_quality,candidate_count,target_center_x,target_center_y,expected_lane_x,expected_lane_y,distance_from_expected_lane_px,bbox_x0,bbox_y0,bbox_x1,bbox_y1,bbox_w,bbox_h,component_area,fill_ratio,max_luma,mean_luma,local_median_luma,brightness_delta,max_positive_contrast,mean_positive_contrast,positive_contrast_sum,positive_contrast_threshold,score,caveat,annotated_frame_path,zoom_patch_path
DOD_111689044.mp4,DOW-UAP-PR37,52,5.2,156,no,pre-described context,DVIDS gives no target description before 00:06,none,36,621.2,933.1,505.0,1028.0,150.03,619,931,624,936,5,5,20,0.8,102,96.15,119.0,-17.0,24,17.85,357.0,16.0,-25.084,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0052_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0052_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,53,5.3,159,no,pre-described context,DVIDS gives no target description before 00:06,none,34,627.3,990.0,505.0,1028.0,128.07,626,985,630,994,4,9,24,0.667,125,101.542,121.0,4.0,45,21.208,509.0,16.0,244.784,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0053_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0053_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,54,5.4,162,no,pre-described context,DVIDS gives no target description before 00:06,none,35,682.7,606.9,505.0,1028.0,457.04,673,603,694,613,21,10,113,0.538,93,86.009,121.0,-28.0,25,17.637,1993.0,16.0,728.392,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0054_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0054_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,55,5.5,165,no,pre-described context,DVIDS gives no target description before 00:06,none,43,682.8,606.9,505.0,1028.0,457.09,673,603,694,613,21,10,117,0.557,94,86.299,121.0,-27.0,26,17.709,2072.0,16.0,811.224,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0055_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0055_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,56,5.6,168,no,pre-described context,DVIDS gives no target description before 00:06,none,39,470.1,1008.3,505.0,1028.0,40.06,467,1006,474,1011,7,5,19,0.543,143,134.158,121.0,22.0,24,16.211,308.0,16.0,245.308,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0056_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0056_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,57,5.7,171,no,pre-described context,DVIDS gives no target description before 00:06,none,25,470.5,1008.2,505.0,1028.0,39.82,468,1006,474,1011,6,5,17,0.567,143,133.824,122.0,21.0,24,16.529,281.0,17.0,218.054,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0057_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0057_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,58,5.8,174,no,pre-described context,DVIDS gives no target description before 00:06,none,27,786.5,421.1,505.0,1028.0,668.99,773,413,804,427,31,14,170,0.392,97,92.271,122.0,-25.0,23,18.024,3064.0,17.0,1188.016,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0058_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0058_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,59,5.9,177,no,pre-described context,DVIDS gives no target description before 00:06,none,32,786.9,420.8,505.0,1028.0,669.44,773,412,804,427,31,15,162,0.348,98,92.562,122.0,-24.0,23,17.512,2837.0,17.0,955.673,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0059_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0059_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,60,6.0,180,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",low,17,470.8,1005.6,505.0,1028.0,40.85,468,1001,475,1011,7,10,38,0.543,149,133.921,121.0,28.0,31,17.632,670.0,18.0,648.443,weak or poorly separated component near the event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0060_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0060_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,61,6.1,183,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",none,24,778.9,223.6,505.0,1028.0,849.81,767,218,791,231,24,13,174,0.558,149,138.155,121.0,28.0,26,18.408,3203.0,17.0,792.556,candidate is too far from the DVIDS-described event lane or too weak,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0061_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0061_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,62,6.2,186,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",none,27,773.0,224.4,505.0,1028.0,847.12,751,218,791,231,40,13,263,0.506,152,138.981,121.0,31.0,29,18.856,4959.0,17.0,2607.147,candidate is too far from the DVIDS-described event lane or too weak,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0062_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0062_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,63,6.3,189,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",none,19,771.9,224.7,505.0,1028.0,846.44,751,218,787,231,36,13,239,0.511,152,138.502,121.0,31.0,29,18.205,4351.0,17.0,1989.179,candidate is too far from the DVIDS-described event lane or too weak,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0063_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0063_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,64,6.4,192,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,18,504.6,1028.0,505.0,1028.0,0.41,497,1016,513,1039,16,23,271,0.736,197,147.834,121.0,76.0,89,39.97,10832.0,17.0,11190.278,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0064_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0064_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,65,6.5,195,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,26,515.6,962.0,513.4,964.6,3.38,509,950,523,977,14,27,189,0.5,194,145.354,121.0,73.0,87,39.556,7476.0,17.0,7788.368,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0065_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0065_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,66,6.6,198,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,28,525.8,894.7,521.9,901.1,7.6,522,885,531,905,9,20,150,0.833,186,143.08,120.0,66.0,88,45.247,6787.0,17.0,7055.215,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0066_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0066_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,67,6.7,201,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,27,536.4,828.3,530.3,837.7,11.2,531,817,543,840,12,23,216,0.783,193,143.667,121.0,72.0,99,49.731,10742.0,17.0,11060.39,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0067_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0067_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,68,6.8,204,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,22,546.8,762.5,538.7,774.3,14.29,541,753,553,772,12,19,187,0.82,179,133.834,119.0,60.0,93,47.866,8951.0,17.0,9225.629,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0068_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0068_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,69,6.9,207,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,34,556.0,695.6,547.1,710.9,17.67,550,685,565,707,15,22,207,0.627,182,138.019,121.0,61.0,87,43.314,8966.0,16.0,9234.496,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0069_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0069_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,70,7.0,210,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,22,564.7,632.7,555.6,647.4,17.3,560,621,572,648,12,27,218,0.673,192,140.243,122.0,70.0,91,39.986,8717.0,17.0,9010.094,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0070_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0070_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,71,7.1,213,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,20,573.5,564.8,564.0,584.0,21.4,567,555,583,576,16,21,240,0.714,194,146.754,122.0,72.0,91,44.95,10788.0,17.0,11067.807,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0071_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0071_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,72,7.2,216,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,19,581.9,502.7,572.4,520.6,20.24,575,493,589,516,14,23,237,0.736,202,151.578,121.0,81.0,94,44.122,10457.0,17.0,10748.782,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0072_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0072_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,73,7.3,219,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,25,589.8,435.3,580.9,457.1,23.59,584,426,597,447,13,21,199,0.729,206,157.683,122.0,84.0,85,37.075,7378.0,17.0,7618.716,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0073_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0073_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,74,7.4,222,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,21,595.4,394.6,589.3,393.7,6.19,589,385,603,405,14,20,220,0.786,203,161.909,121.0,82.0,84,41.75,9185.0,17.0,9484.44,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0074_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0074_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,75,7.5,225,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,26,604.2,308.8,597.7,330.3,22.48,599,301,609,319,10,18,137,0.761,206,172.431,121.0,85.0,75,41.234,5649.0,17.0,5836.066,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0075_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0075_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,76,7.6,228,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,23,611.6,245.6,606.1,266.9,21.95,607,236,617,258,10,22,156,0.709,220,174.981,121.0,99.0,84,39.321,6134.0,17.0,6358.156,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0076_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0076_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,77,7.7,231,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,33,618.2,182.2,614.6,203.4,21.54,612,171,624,193,12,22,186,0.705,222,183.667,119.0,103.0,77,38.199,7105.0,16.0,7331.379,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0077_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0077_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,78,7.8,234,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",high,25,622.9,139.7,623.0,140.0,0.32,617,130,629,149,12,19,156,0.684,210,183.442,119.0,91.0,60,33.34,5201.0,17.0,5436.054,bright compact component on the visible DVIDS bottom-to-top event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0078_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0078_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,79,7.9,237,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",low,41,704.8,220.2,623.0,140.0,114.58,701,218,710,224,9,6,29,0.537,185,147.379,121.0,64.0,56,19.138,555.0,16.0,337.756,weak or poorly separated component near the event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0079_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0079_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,80,8.0,240,yes,bottom-to-top left-side crossing,"DVIDS 00:06-00:08: contrast area enters from bottom-left quarter, moves generally bottom-to-top, exits top-left quarter",low,36,704.6,219.9,623.0,140.0,114.23,702,218,709,223,7,5,17,0.486,170,145.412,121.0,49.0,44,18.588,316.0,17.0,69.824,weak or poorly separated component near the event lane,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0080_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0080_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,81,8.1,243,no,post-described context,DVIDS gives no target description after 00:08,none,29,705.1,219.2,623.0,140.0,114.11,703,218,709,222,6,4,17,0.708,172,145.0,121.0,51.0,46,19.294,328.0,17.0,86.164,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0081_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0081_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,82,8.2,246,no,post-described context,DVIDS gives no target description after 00:08,none,40,683.1,221.5,623.0,140.0,101.26,682,218,685,226,3,8,22,0.917,161,150.409,121.0,40.0,29,18.591,409.0,16.0,190.226,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0082_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0082_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,83,8.3,249,no,post-described context,DVIDS gives no target description after 00:08,none,39,780.3,223.6,623.0,140.0,178.1,772,218,789,230,17,12,76,0.373,142,135.632,119.0,23.0,23,16.605,1262.0,16.0,811.688,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0083_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0083_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,84,8.4,252,no,post-described context,DVIDS gives no target description after 00:08,none,42,780.2,223.6,623.0,140.0,178.08,772,218,789,230,17,12,77,0.377,142,135.584,118.0,24.0,23,16.662,1283.0,16.0,833.254,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0084_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0084_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,85,8.5,255,no,post-described context,DVIDS gives no target description after 00:08,none,25,779.9,223.4,623.0,140.0,177.66,773,218,789,231,16,13,92,0.442,140,135.641,118.0,22.0,21,17.098,1573.0,16.0,1128.029,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0085_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0085_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,86,8.6,258,no,post-described context,DVIDS gives no target description after 00:08,none,23,779.9,223.4,623.0,140.0,177.66,773,218,789,231,16,13,92,0.442,140,135.641,118.0,22.0,21,17.098,1573.0,16.0,1128.029,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0086_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0086_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,87,8.7,261,no,post-described context,DVIDS gives no target description after 00:08,none,25,779.2,222.3,623.0,140.0,176.58,770,218,790,231,20,13,150,0.577,145,136.767,119.0,26.0,28,17.733,2660.0,16.0,2261.264,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0087_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0087_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,88,8.8,264,no,post-described context,DVIDS gives no target description after 00:08,none,22,778.2,221.8,623.0,140.0,175.4,764,218,796,231,32,13,203,0.488,146,135.591,119.0,27.0,30,17.596,3572.0,16.0,3207.312,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0088_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0088_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,89,8.9,267,no,post-described context,DVIDS gives no target description after 00:08,none,27,769.7,219.9,623.0,140.0,167.04,753,218,787,225,34,7,143,0.601,145,136.923,119.0,26.0,24,16.594,2373.0,16.0,1991.393,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0089_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0089_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,90,9.0,270,no,post-described context,DVIDS gives no target description after 00:08,none,25,765.0,220.5,623.0,140.0,163.28,746,218,788,227,42,9,210,0.556,153,138.748,119.0,34.0,28,17.957,3771.0,16.0,3442.17,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0090_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0090_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,91,9.1,273,no,post-described context,DVIDS gives no target description after 00:08,none,23,768.0,220.5,623.0,140.0,165.84,746,218,792,227,46,9,234,0.565,150,137.192,119.0,31.0,27,16.838,3940.0,15.0,3613.465,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0091_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0091_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,92,9.2,276,no,post-described context,DVIDS gives no target description after 00:08,none,19,754.4,221.5,623.0,140.0,154.65,745,218,763,227,18,9,81,0.5,150,142.494,119.0,31.0,22,15.062,1220.0,14.0,840.548,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0092_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0092_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,93,9.3,279,no,post-described context,DVIDS gives no target description after 00:08,none,6,675.0,155.0,623.0,140.0,54.12,674,154,677,157,3,3,9,1.0,152,123.556,118.0,34.0,18,10.667,96.0,14.0,-19.861,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0093_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0093_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,94,9.4,282,no,post-described context,DVIDS gives no target description after 00:08,none,4,703.5,220.5,623.0,140.0,113.84,702,219,706,223,4,4,14,0.875,164,141.5,118.0,46.0,41,17.714,248.0,14.0,3.467,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0094_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0094_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,95,9.5,285,no,post-described context,DVIDS gives no target description after 00:08,none,4,704.7,219.9,623.0,140.0,114.26,702,218,710,223,8,5,21,0.525,165,140.238,120.0,45.0,41,15.952,335.0,14.0,84.735,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0095_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0095_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,96,9.6,288,no,post-described context,DVIDS gives no target description after 00:08,none,5,703.3,220.1,623.0,140.0,113.43,702,218,706,223,4,5,17,0.85,167,144.529,121.0,46.0,42,19.235,327.0,14.0,89.215,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0096_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0096_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,97,9.7,291,no,post-described context,DVIDS gives no target description after 00:08,none,4,703.6,220.5,623.0,140.0,113.95,702,219,706,223,4,4,13,0.812,166,140.0,119.0,47.0,42,14.923,194.0,14.0,-49.359,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0097_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0097_patch.jpg
DOD_111689044.mp4,DOW-UAP-PR37,98,9.8,293,no,post-described context,DVIDS gives no target description after 00:08,none,4,703.6,220.5,623.0,140.0,113.95,702,219,706,223,4,4,13,0.812,166,140.0,119.0,47.0,42,15.0,195.0,14.0,-48.359,outside DVIDS-described 00:06-00:08 event window,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/annotated-frames/frame_0098_annotated.jpg,research/ufo-derived/video-motion-pass/pr37-track-review/DOD_111689044/target-patches/frame_0098_patch.jpg

