video,release_id,sample_index,approx_second,source_frame_index,dvids_phase,dvids_anchor,review_quality,candidate_count,contrast_threshold,local_median_luma,target_center_x,target_center_y,bbox_x0,bbox_y0,bbox_w,bbox_h,component_area,fill_ratio,component_max_luma,component_min_luma,component_mean_luma,brightness_delta,darkness_delta,distance_from_prediction_px,overlay_relation,nearest_colored_overlay_px,caveat,annotated_frame_path,zoom_patch_path
DOD_111689123.mp4,DOW-UAP-PR45,47,47.0,1410,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,7,51.0,104.0,972.7,554.2,961.0,543.0,25,23,326,0.567,255,111,209.49,151.0,-7.0,14.13,near colored overlay,12.22,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0047_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0047_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,48,48.0,1440,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,10,49.0,103.0,987.8,547.3,974.0,535.0,27,25,332,0.492,255,129,207.44,152.0,-26.0,27.85,near colored overlay,14.66,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0048_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0048_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,49,49.0,1470,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,9,57.0,107.0,990.9,537.3,982.0,530.0,22,16,243,0.69,253,125,214.91,146.0,-18.0,32.73,near colored overlay,7.5,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0049_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0049_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,50,50.0,1500,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,10,58.0,109.0,981.9,540.5,964.0,531.0,32,19,337,0.554,255,21,197.22,146.0,88.0,23.16,near colored overlay,7.53,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0050_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0050_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,51,51.0,1530,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,13,59.0,111.0,986.1,538.3,966.0,530.0,38,17,346,0.536,255,15,190.46,144.0,96.0,27.81,near colored overlay,9.3,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0051_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0051_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,52,52.0,1560,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,11,61.0,111.0,974.2,546.6,964.0,534.0,26,35,417,0.458,255,19,203.42,144.0,92.0,14.23,near colored overlay,15.68,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0052_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0052_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,53,53.0,1590,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,8,60.0,107.0,962.5,543.3,949.0,535.0,28,18,371,0.736,255,140,226.93,148.0,-33.0,5.36,near colored overlay,18.33,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0053_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0053_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,54,54.0,1620,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,9,53.0,88.0,948.5,553.2,938.0,546.0,25,12,175,0.583,250,37,197.26,162.0,51.0,12.58,near colored overlay,15.0,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0054_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0054_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,55,55.0,1650,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,low,10,55.0,107.0,962.1,558.8,955.0,557.0,15,4,50,0.833,251,158,203.54,144.0,-51.0,11.0,near colored overlay,11.4,"weak, line-adjacent, far from expected track, or poorly separated contrast component",research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0055_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0055_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,56,56.0,1680,post-zoom apparent size increase,DVIDS 00:32-00:56 area increases in apparent size and distinctiveness,high,11,58.0,99.0,1003.2,595.1,985.0,584.0,37,23,419,0.492,255,63,217.25,156.0,36.0,16.71,near colored overlay,12.32,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0056_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0056_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,57,57.0,1710,exit from field of view,DVIDS 00:57-00:58 target leaves center and exits bottom-right,high,16,63.0,106.0,1014.5,605.2,999.0,597.0,27,20,273,0.506,253,43,132.32,147.0,63.0,62.61,separate from colored overlay,70.54,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0057_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0057_patch.jpg
DOD_111689123.mp4,DOW-UAP-PR45,58,58.0,1740,exit from field of view,DVIDS 00:57-00:58 target leaves center and exits bottom-right,high,13,69.0,106.0,1145.6,739.6,1133.0,721.0,27,31,395,0.472,254,49,178.03,148.0,57.0,31.92,separate from colored overlay,90.42,compact contrast component near expected PR45 track,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/annotated-frames/frame_0058_annotated.jpg,research/ufo-derived/video-motion-pass/pr45-size-exit-review/DOD_111689123/full-clip/target-patches/frame_0058_patch.jpg

