video,release_id,sample_index,approx_second,source_frame_index,dvids_phase,dvids_anchor,required_area_count,review_quality,detection_mode,candidate_group_count,target_center_x,target_center_y,bbox_x0,bbox_y0,bbox_w,bbox_h,component_count,two_area_proxy,component_area,component_max_luma,contrast_delta,distance_from_reticle_px,edge_margin_px,max_component_separation_px,raw_score,caveat,annotated_frame_path,zoom_patch_path
DOD_111689168.mp4,DOW-UAP-PR49,50,50.0,1500,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,852.9,503.0,837,497,32,16,1,yes,191,255,210.0,113.3,423.02,0.0,1317.384,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0050_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0050_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,51,51.0,1530,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,866.7,512.3,848,506,36,18,2,yes,252,254,224.0,97.32,432.28,18.26,1680.259,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0051_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0051_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,52,52.0,1560,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,880.1,520.6,861,515,38,17,1,yes,259,255,239.0,82.25,440.62,0.0,1478.272,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0052_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0052_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,53,53.0,1590,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,887.9,525.8,876,521,25,16,1,yes,142,255,237.0,73.46,445.79,0.0,1402.4,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0053_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0053_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,54,54.0,1620,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,low,overlay-suppressed,2,894.2,520.4,891,518,7,5,1,no,29,63,46.0,68.66,440.38,0.0,322.315,"weak, distant, or partially overlay-confounded bright group",research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0054_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0054_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,55,55.0,1650,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,medium,reticle-adjacent-fallback,1,936.5,527.4,903,498,60,87,4,yes,373,255,239.0,26.64,447.4,69.23,5486.278,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0055_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0055_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,56,56.0,1680,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,none,overlay-suppressed,1,899.5,510.5,899,510,2,2,1,no,4,46,29.0,67.31,430.5,0.0,208.43,group is too weak or too far from the tracked center field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0056_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0056_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,57,57.0,1710,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,874.7,508.9,860,503,28,16,1,yes,191,255,237.0,90.82,428.85,0.0,1459.037,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0057_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0057_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,58,58.0,1740,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,866.0,499.2,849,494,34,16,2,yes,201,255,238.0,102.5,419.17,16.15,1660.837,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0058_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0058_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,59,59.0,1770,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,858.1,502.0,842,496,32,15,2,yes,186,254,237.0,108.74,421.96,16.18,1653.909,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0059_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0059_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,60,60.0,1800,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,840.9,506.1,824,500,35,17,1,yes,216,255,237.0,123.86,426.07,0.0,1460.21,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0060_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0060_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,61,61.0,1830,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,828.7,513.3,814,509,27,13,1,yes,166,255,237.0,134.01,433.3,0.0,1429.185,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0061_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0061_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,62,62.0,1860,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,814.9,521.2,799,516,29,14,1,yes,176,255,237.0,146.35,441.22,0.0,1435.82,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0062_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0062_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,63,63.0,1890,zoomed-out two-area tracking,DVIDS 00:17-01:03: sensor widens FOV and keeps areas generally centered,2,high,overlay-suppressed,1,685.8,504.8,655,494,64,28,5,yes,624,254,235.0,276.42,424.83,57.65,3624.859,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0063_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0063_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,64,64.0,1920,rapid zoom cycling,"DVIDS 01:04-01:08: FOV rapidly cycles, making areas appear to change size",2,low,overlay-suppressed,1,727.7,520.8,699,506,50,23,3,yes,79,57,38.0,233.13,440.84,47.8,680.867,"weak, distant, or partially overlay-confounded bright group",research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0064_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0064_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,65,65.0,1950,rapid zoom cycling,"DVIDS 01:04-01:08: FOV rapidly cycles, making areas appear to change size",2,high,overlay-suppressed,1,511.7,501.7,471,478,124,51,8,yes,743,252,230.0,449.92,331.71,116.76,5668.634,two-area group recovered during rapid zoom-cycling interval,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0065_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0065_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,66,66.0,1980,rapid zoom cycling,"DVIDS 01:04-01:08: FOV rapidly cycles, making areas appear to change size",2,high,overlay-suppressed,1,862.5,531.5,847,527,27,13,3,yes,134,255,237.0,97.83,451.49,21.56,2930.667,two-area group recovered during rapid zoom-cycling interval,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0066_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0066_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,67,67.0,2010,rapid zoom cycling,"DVIDS 01:04-01:08: FOV rapidly cycles, making areas appear to change size",2,high,overlay-suppressed,1,876.2,534.5,861,530,28,13,2,yes,165,254,236.0,83.96,454.5,9.95,1620.349,two-area group recovered during rapid zoom-cycling interval,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0067_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0067_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,68,68.0,2040,rapid zoom cycling,"DVIDS 01:04-01:08: FOV rapidly cycles, making areas appear to change size",2,high,overlay-suppressed,1,881.6,541.2,866,536,27,14,2,yes,162,254,236.0,78.39,448.82,15.31,1664.65,two-area group recovered during rapid zoom-cycling interval,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0068_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0068_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,69,69.0,2070,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,884.7,545.4,870,541,27,15,1,yes,167,252,234.0,75.47,444.62,0.0,1418.113,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0069_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0069_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,70,70.0,2100,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,883.4,548.5,868,544,32,13,2,yes,168,254,236.0,77.02,441.51,15.45,1605.345,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0070_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0070_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,71,71.0,2130,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,2,879.6,554.2,865,549,28,15,1,yes,182,254,235.0,81.63,435.85,0.0,1440.641,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0071_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0071_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,72,72.0,2160,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,884.4,558.9,871,554,26,13,1,yes,154,254,235.0,77.96,431.05,0.0,1411.879,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0072_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0072_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,73,73.0,2190,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,888.6,564.8,878,560,23,14,2,yes,147,251,232.0,75.55,425.2,10.07,1565.989,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0073_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0073_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,74,74.0,2220,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,overlay-suppressed,1,896.6,546.5,893,541,8,13,1,no,68,251,232.0,63.72,443.47,0.0,1317.466,"usable bright group, but two-area evidence is weaker (components=1)",research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0074_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0074_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,75,75.0,2250,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,939.7,537.3,907,498,56,87,5,yes,394,252,235.0,20.43,452.67,64.64,6482.859,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0075_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0075_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,76,76.0,2280,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,946.2,534.0,912,498,51,87,5,yes,265,254,236.0,15.07,454.0,68.12,5511.614,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0076_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0076_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,77,77.0,2310,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,950.7,532.9,926,498,37,87,3,yes,284,254,236.0,11.68,452.9,62.94,4056.975,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0077_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0077_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,78,78.0,2340,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,940.6,531.0,918,498,45,87,4,yes,375,254,236.0,21.4,451.01,73.5,5402.981,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0078_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0078_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,79,79.0,2370,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,945.0,536.7,918,498,45,87,4,yes,371,255,237.0,15.32,453.3,70.98,5402.879,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0079_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0079_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,80,80.0,2400,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,958.3,538.4,934,498,47,87,8,yes,308,254,236.0,2.33,451.56,63.01,8823.707,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0080_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0080_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,81,81.0,2430,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,955.7,539.1,931,498,52,87,8,yes,362,254,235.0,4.38,450.91,66.53,10038.389,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0081_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0081_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,82,82.0,2460,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,959.6,541.1,935,498,48,87,8,yes,297,252,233.0,1.12,448.94,62.6,9780.863,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0082_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0082_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,83,83.0,2490,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,948.9,544.2,918,498,45,87,5,yes,344,254,235.0,11.91,445.77,69.77,6619.124,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0083_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0083_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,84,84.0,2520,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,overlay-suppressed,1,897.8,533.4,894,528,7,13,1,no,63,252,231.0,62.57,453.44,0.0,1309.988,"usable bright group, but two-area evidence is weaker (components=1)",research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0084_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0084_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,85,85.0,2550,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,overlay-suppressed,1,861.6,509.9,851,506,22,9,1,no,125,245,223.0,102.9,429.9,0.0,1327.415,"usable bright group, but two-area evidence is weaker (components=1)",research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0085_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0085_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,86,86.0,2580,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,overlay-suppressed,1,864.3,506.5,855,503,20,8,1,no,103,252,230.0,101.43,426.46,0.0,1340.536,"usable bright group, but two-area evidence is weaker (components=1)",research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0086_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0086_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,87,87.0,2610,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,overlay-suppressed,1,891.0,514.3,883,510,18,10,1,no,93,198,177.0,73.58,434.32,0.0,1049.541,"usable bright group, but two-area evidence is weaker (components=1)",research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0087_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0087_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,88,88.0,2640,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,944.2,532.4,912,498,51,87,6,yes,234,252,234.0,17.55,452.44,74.76,7628.374,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0088_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0088_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,89,89.0,2670,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,948.5,526.2,919,497,44,88,4,yes,292,255,237.0,17.95,446.21,76.61,5372.822,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0089_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0089_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,90,90.0,2700,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,901.1,465.5,881,454,40,23,2,yes,436,248,224.0,95.03,385.46,24.29,2729.252,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0090_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0090_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,91,91.0,2730,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,896.1,468.7,878,457,40,28,2,yes,466,245,222.0,95.75,388.65,24.08,2524.672,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0091_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0091_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,92,92.0,2760,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,none,overlay-suppressed,1,1576.0,939.5,1575,939,3,2,1,no,6,32,27.0,734.2,50.5,0.0,111.413,group is too weak or too far from the tracked center field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0092_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0092_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,93,93.0,2790,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,none,reticle-adjacent-fallback,0,,,,,,,,no,,,,,,,,no compact bright area group survived filtering,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0093_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0093_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,94,94.0,2820,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,948.6,538.1,928,498,35,87,6,yes,145,255,243.0,11.52,451.94,80.05,7787.796,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0094_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0094_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,95,95.0,2850,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,950.4,536.8,920,498,43,87,3,yes,232,254,244.0,10.13,453.15,61.65,3997.901,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0095_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0095_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,96,96.0,2880,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,948.4,533.2,913,498,50,87,3,yes,251,252,243.0,13.48,453.23,68.74,4040.238,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0096_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0096_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,97,97.0,2910,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,medium,reticle-adjacent-fallback,1,946.7,532.6,907,498,56,86,3,yes,225,254,245.0,15.23,452.57,69.75,4033.301,target group is reticle-adjacent; support capped because overlay and target overlap,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0097_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0097_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,98,98.0,2940,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,none,reticle-adjacent-fallback,0,,,,,,,,no,,,,,,,,no compact bright area group survived filtering,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0098_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0098_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,99,99.0,2970,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,837.4,505.5,823,501,26,13,1,yes,145,254,235.0,127.31,425.52,0.0,1393.699,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0099_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0099_patch.jpg
DOD_111689168.mp4,DOW-UAP-PR49,100,100.0,3000,late two-area tracking,DVIDS 01:09-01:48: sensor tracks areas of contrast while intermittently cycling contrast settings,2,high,overlay-suppressed,1,820.1,504.3,806,500,26,12,2,yes,142,248,229.0,144.42,424.33,14.22,1580.478,two-area contrast group recovered in central field,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/annotated-frames/frame_0100_annotated.jpg,research/ufo-derived/video-motion-pass/pr49-two-area-review/DOD_111689168/target-patches/frame_0100_patch.jpg
