case,record_id,video,second,frame_index,manual_overlay_review_status,notes
PR052,DOW-UAP-PR052,DOD_111719718.mp4,0,0,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,285,6840,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,286,6864,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,287,6888,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,288,6912,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,289,6936,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,290,6960,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,291,6984,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,292,7008,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,293,7032,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,294,7056,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,295,7080,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,296,7104,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,297,7128,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,298,7152,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,299,7176,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,300,7200,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,301,7224,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,302,7248,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,303,7272,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,304,7296,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,305,7320,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,306,7344,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,307,7368,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,308,7392,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,309,7416,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,310,7440,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,311,7464,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,312,7488,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,313,7512,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,314,7536,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,315,7560,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,316,7584,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,317,7608,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,318,7632,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,319,7656,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,320,7680,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,321,7704,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,322,7728,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,323,7752,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,324,7776,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,325,7800,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,326,7824,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,327,7848,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,328,7872,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,329,7896,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,330,7920,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,331,7944,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,332,7968,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,333,7992,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,334,8016,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,335,8040,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,336,8064,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,337,8088,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,338,8112,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,339,8136,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,340,8160,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,341,8184,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,342,8208,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,343,8232,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,344,8256,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,345,8280,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,346,8304,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,347,8328,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,348,8352,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,349,8376,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,350,8400,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,351,8424,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,352,8448,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,353,8472,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,354,8496,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,355,8520,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,356,8544,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,357,8568,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,358,8592,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,359,8616,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,360,8640,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,361,8664,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,362,8688,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,363,8712,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,364,8736,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,365,8760,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,366,8784,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,367,8808,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,368,8832,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,369,8856,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,370,8880,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,371,8904,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,372,8928,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,373,8952,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,374,8976,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,375,9000,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,376,9024,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,377,9048,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,378,9072,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,379,9096,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,380,9120,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,381,9144,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,382,9168,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,383,9192,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,384,9216,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,385,9240,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,386,9264,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,387,9288,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,388,9312,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,389,9336,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,390,9360,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,391,9384,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,392,9408,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,393,9432,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,394,9456,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,395,9480,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,396,9504,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,397,9528,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,398,9552,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,399,9576,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,400,9600,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,401,9624,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,402,9648,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,403,9672,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,404,9696,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,405,9720,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,406,9744,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,407,9768,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,408,9792,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,409,9816,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,410,9840,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,411,9864,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,412,9888,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,413,9912,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,414,9936,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,415,9960,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,416,9984,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,417,10008,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,418,10032,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,419,10056,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,420,10080,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,421,10104,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,422,10128,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,423,10152,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,424,10176,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,425,10200,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,426,10224,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,427,10248,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,428,10272,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,429,10296,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,430,10320,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,431,10344,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,432,10368,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,433,10392,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,434,10416,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,435,10440,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,436,10464,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,437,10488,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,438,10512,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,439,10536,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,440,10560,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,441,10584,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,442,10608,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,443,10632,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,444,10656,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,445,10680,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,446,10704,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
PR052,DOW-UAP-PR052,DOD_111719718.mp4,447,10728,sampled_for_manual_sheet_review,One-frame-per-second quicklook sample; manual conclusions are recorded separately; source media not redistributed.
