video,release_id,sample_index,approx_second,source_frame_index,dvids_phase,dvids_anchor,review_quality,candidate_count,track_candidate_rank,target_center_x,target_center_y,bbox_x0,bbox_y0,bbox_w,bbox_h,component_area,polarity,component_max_luma,component_min_luma,component_mean_luma,local_median_luma,bright_delta,dark_delta,contrast_delta,step_from_previous_supported_px,distance_from_reticle_px,overlay_relation,nearest_colored_overlay_px,caveat,annotated_frame_path,zoom_patch_path
DOD_111689083.mp4,DOW-UAP-PR41,47,47.0,1410,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1117.7,676.1,1115.0,674.0,6,5,24,bright,236,178,208.67,151.0,85.0,-27.0,85.0,24.466,203.16,separate from colored overlay,167.04,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0047_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0047_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,48,48.0,1440,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,12,1,1152.3,695.6,1147.0,692.0,12,8,81,bright,243,174,208.78,161.0,82.0,-13.0,82.0,39.704,242.38,separate from colored overlay,185.28,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0048_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0048_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,49,49.0,1470,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1129.0,696.4,1126.0,695.0,7,4,24,bright,207,175,189.38,151.0,56.0,-24.0,56.0,23.34,224.86,separate from colored overlay,190.02,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0049_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0049_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,50,50.0,1500,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,medium,18,1,1050.5,660.0,1050.0,659.0,2,3,6,bright,211,179,195.67,136.5,74.5,-42.5,74.5,86.48,143.99,separate from colored overlay,114.24,"usable but weak, background-confounded, or less smooth contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0050_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0050_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,51,51.0,1530,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,low,18,4,1252.8,730.8,1250.0,729.0,7,5,24,bright,202,186,194.75,181.0,21.0,-5.0,21.0,214.374,345.22,separate from colored overlay,92.01,"weak, background-confounded, overlay-adjacent, or discontinuous contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0051_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0051_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,52,52.0,1560,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,low,18,2,1397.1,691.8,1395.0,688.0,5,9,38,bright,222,199,211.32,194.0,28.0,-5.0,28.0,348.084,460.17,separate from colored overlay,133.49,"weak, background-confounded, overlay-adjacent, or discontinuous contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0052_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0052_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,53,53.0,1590,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,low,13,1,1410.0,744.8,1402.0,741.0,18,8,110,bright,203,186,194.95,179.0,24.0,-7.0,24.0,369.421,491.21,separate from colored overlay,105.81,"weak, background-confounded, overlay-adjacent, or discontinuous contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0053_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0053_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,54,54.0,1620,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,low,18,6,1405.7,743.4,1404.0,741.0,5,6,24,bright,194,190,192.79,181.0,13.0,-9.0,13.0,364.872,486.67,separate from colored overlay,103.54,"weak, background-confounded, overlay-adjacent, or discontinuous contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0054_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0054_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,55,55.0,1650,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,low,18,1,1390.2,736.4,1386.0,733.0,9,8,45,bright,209,187,199.78,183.0,26.0,-4.0,26.0,348.207,469.67,separate from colored overlay,95.49,"weak, background-confounded, overlay-adjacent, or discontinuous contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0055_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0055_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,56,56.0,1680,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,low,18,1,1411.7,664.2,1406.0,659.0,11,11,43,bright,204,181,193.51,181.0,23.0,0.0,23.0,361.199,466.38,separate from colored overlay,165.5,"weak, background-confounded, overlay-adjacent, or discontinuous contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0056_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0056_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,57,57.0,1710,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,low,18,1,1421.7,673.5,1416.0,671.0,14,8,55,bright,206,196,201.75,189.0,17.0,-7.0,17.0,371.492,478.5,separate from colored overlay,162.95,"weak, background-confounded, overlay-adjacent, or discontinuous contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0057_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0057_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,58,58.0,1740,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,low,18,1,1395.2,717.4,1390.0,712.0,11,11,90,bright,221,192,208.46,193.0,28.0,1.0,28.0,349.463,467.03,separate from colored overlay,113.17,"weak, background-confounded, overlay-adjacent, or discontinuous contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0058_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0058_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,59,59.0,1770,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,low,7,2,1318.0,717.5,1317.0,717.0,3,2,6,bright,206,183,195.17,188.0,18.0,5.0,18.0,273.61,396.1,separate from colored overlay,83.51,"weak, background-confounded, overlay-adjacent, or discontinuous contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0059_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0059_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,60,60.0,1800,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,medium,18,1,1069.1,542.6,1067.0,541.0,5,4,17,bright,249,167,216.53,91.0,158.0,-76.0,158.0,118.879,109.25,separate from colored overlay,62.12,"usable but weak, background-confounded, or less smooth contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0060_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0060_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,61,61.0,1830,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,9,1,1109.9,539.1,1108.0,537.0,5,5,18,bright,224,154,189.94,96.0,128.0,-58.0,128.0,40.919,150.15,separate from colored overlay,101.01,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0061_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0061_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,62,62.0,1860,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1142.6,550.6,1141.0,549.0,4,4,13,bright,225,171,204.0,117.0,108.0,-54.0,108.0,34.69,182.63,separate from colored overlay,135.62,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0062_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0062_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,63,63.0,1890,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1173.8,577.6,1171.0,575.0,7,6,30,bright,249,167,214.73,138.0,111.0,-29.0,111.0,41.236,215.81,separate from colored overlay,153.75,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0063_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0063_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,64,64.0,1920,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1201.8,605.2,1199.0,603.0,7,5,28,bright,234,179,206.07,151.0,83.0,-28.0,83.0,39.291,248.45,separate from colored overlay,176.14,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0064_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0064_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,65,65.0,1950,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1237.9,635.5,1232.0,630.0,13,11,98,bright,250,186,217.59,172.0,78.0,-14.0,78.0,47.158,291.37,separate from colored overlay,180.44,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0065_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0065_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,66,66.0,1980,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1285.1,653.3,1278.0,646.0,15,14,131,bright,245,180,209.85,180.0,65.0,0.0,65.0,50.461,341.76,separate from colored overlay,149.7,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0066_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0066_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,67,67.0,2010,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,14,1,1335.1,672.0,1328.0,666.0,15,12,119,bright,249,189,215.03,186.0,63.0,-3.0,63.0,53.336,395.05,separate from colored overlay,128.98,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0067_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0067_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,68,68.0,2040,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1394.2,692.6,1388.0,687.0,14,13,118,bright,255,183,211.99,182.0,73.0,-1.0,73.0,62.6,457.64,separate from colored overlay,132.2,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0068_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0068_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,69,69.0,2070,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1351.9,689.3,1345.0,682.0,15,13,116,bright,255,185,211.32,183.0,72.0,-2.0,72.0,42.409,416.61,separate from colored overlay,115.5,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0069_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0069_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,70,70.0,2100,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,15,1,1269.5,671.5,1262.0,666.0,15,11,110,bright,246,181,206.93,176.0,70.0,-5.0,70.0,84.277,333.27,separate from colored overlay,135.33,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0070_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0070_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,71,71.0,2130,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1205.6,650.7,1199.0,646.0,14,10,99,bright,253,179,210.95,161.0,92.0,-18.0,92.0,67.222,266.22,separate from colored overlay,183.35,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0071_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0071_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,72,72.0,2160,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1166.9,635.7,1162.0,631.0,11,10,74,bright,252,168,206.78,151.0,101.0,-17.0,101.0,41.489,224.75,separate from colored overlay,180.17,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0072_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0072_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,73,73.0,2190,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,14,1,1156.1,624.6,1151.0,620.0,11,10,77,bright,255,165,208.91,144.0,111.0,-21.0,111.0,15.473,210.54,separate from colored overlay,165.4,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0073_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0073_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,74,74.0,2220,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,8,1,1152.8,606.9,1150.0,605.0,7,5,29,bright,242,166,209.97,139.0,103.0,-27.0,103.0,18.05,201.62,separate from colored overlay,155.8,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0074_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0074_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,75,75.0,2250,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,13,1,1169.9,594.1,1165.0,589.0,11,10,74,bright,254,171,211.65,139.0,115.0,-32.0,115.0,21.316,214.85,separate from colored overlay,167.05,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0075_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0075_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,76,76.0,2280,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,10,1,1193.8,583.6,1189.0,580.0,10,8,47,bright,251,178,215.74,142.0,109.0,-36.0,109.0,26.124,236.45,separate from colored overlay,174.85,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0076_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0076_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,77,77.0,2310,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,4,1,1210.0,582.3,1205.0,579.0,11,7,56,bright,251,160,203.68,142.0,109.0,-18.0,109.0,16.316,252.38,separate from colored overlay,175.32,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0077_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0077_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,78,78.0,2340,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1240.1,622.1,1236.0,618.0,9,8,58,bright,239,172,205.53,154.0,85.0,-18.0,85.0,49.891,289.76,separate from colored overlay,193.0,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0078_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0078_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,79,79.0,2370,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,low,8,5,1387.5,659.5,1387.0,659.0,2,2,4,bright,211,204,207.0,196.0,15.0,-8.0,15.0,152.046,441.8,separate from colored overlay,156.31,"weak, background-confounded, overlay-adjacent, or discontinuous contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0079_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0079_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,80,80.0,2400,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,low,6,1,1389.2,683.6,1388.0,681.0,3,7,17,bright,199,188,193.82,181.0,18.0,-7.0,18.0,161.309,450.16,separate from colored overlay,136.61,"weak, background-confounded, overlay-adjacent, or discontinuous contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0080_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0080_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,81,81.0,2430,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,medium,18,1,1336.3,685.8,1329.0,677.0,16,16,148,bright,252,187,214.57,185.0,67.0,-2.0,67.0,115.389,400.78,separate from colored overlay,115.48,"usable but weak, background-confounded, or less smooth contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0081_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0081_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,82,82.0,2460,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,low,7,1,1262.5,786.9,1258.0,784.0,9,6,28,bright,201,183,191.04,180.0,21.0,-3.0,21.0,125.113,385.46,separate from colored overlay,42.66,"weak, background-confounded, overlay-adjacent, or discontinuous contrast candidate",research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0082_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0082_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,83,83.0,2490,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,7,1,1395.0,707.4,1387.0,699.0,18,16,146,bright,255,188,214.84,185.0,70.0,-3.0,70.0,62.505,463.28,separate from colored overlay,119.79,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0083_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0083_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,84,84.0,2520,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,12,1,1356.4,709.8,1348.0,703.0,18,14,150,bright,255,194,221.07,192.0,63.0,-2.0,63.0,38.678,428.12,separate from colored overlay,97.68,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0084_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0084_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,85,85.0,2550,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,15,1,1268.0,695.2,1261.0,689.0,16,13,136,bright,252,185,213.49,178.0,74.0,-7.0,74.0,89.593,341.34,separate from colored overlay,114.9,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0085_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0085_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,86,86.0,2580,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,10,1,1221.8,674.0,1213.0,667.0,18,14,150,bright,255,175,208.17,166.0,89.0,-9.0,89.0,50.815,290.53,separate from colored overlay,154.97,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0086_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0086_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,87,87.0,2610,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,9,1,1200.1,650.2,1192.0,642.0,17,15,153,bright,253,174,212.63,161.0,92.0,-13.0,92.0,32.193,260.95,separate from colored overlay,186.98,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0087_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0087_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,88,88.0,2640,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,4,1,1177.6,615.5,1172.0,611.0,13,9,75,bright,249,167,214.93,150.0,99.0,-17.0,99.0,41.399,227.78,separate from colored overlay,183.06,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0088_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0088_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,89,89.0,2670,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,12,1,1165.4,585.9,1160.0,582.0,12,9,74,bright,246,161,211.08,133.0,113.0,-28.0,113.0,31.962,208.88,separate from colored overlay,162.65,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0089_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0089_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,90,90.0,2700,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1159.5,584.1,1155.0,581.0,10,7,48,bright,255,168,215.96,125.0,130.0,-43.0,130.0,6.138,202.78,separate from colored overlay,156.53,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0090_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0090_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,91,91.0,2730,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1168.6,586.9,1164.0,582.0,11,10,61,bright,253,159,206.85,132.0,121.0,-27.0,121.0,9.513,212.23,separate from colored overlay,166.02,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0091_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0091_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,92,92.0,2760,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1186.7,602.5,1180.0,597.0,14,11,87,bright,253,161,213.92,143.0,110.0,-18.0,110.0,23.861,233.13,separate from colored overlay,187.47,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0092_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0092_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,93,93.0,2790,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,17,1,1204.6,627.2,1198.0,621.0,14,13,89,bright,252,161,216.02,159.0,93.0,-2.0,93.0,30.468,257.07,separate from colored overlay,203.5,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0093_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0093_patch.jpg
DOD_111689083.mp4,DOW-UAP-PR41,94,94.0,2820,sensor pan/tracking,DVIDS 00:02-01:34 sensor pans left-to-right while keeping area generally centered,high,18,1,1216.4,646.6,1210.0,639.0,14,15,128,bright,250,168,208.97,154.0,96.0,-14.0,96.0,22.715,274.69,separate from colored overlay,180.78,compact contrast candidate on smooth sensor-tracked lane,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/annotated-frames/frame_0094_annotated.jpg,research/ufo-derived/video-motion-pass/pr41-track-review/DOD_111689083/target-patches/frame_0094_patch.jpg

