record_id,title,dvids_id,og_title,derived,upload,duration,altered,pairing,first_description
"DOW-UAP-PR090","DOW-UAP-PR090, ""24 AUG 2020 [CALLSIGN] (Mission) Observes UAP""","1007719","DOW-UAP-PR090, ""24 AUG 2020 [CALLSIGN] (Mission) Observes UAP","24 AUG 2020 [CALLSIGN] (Mission) Observes UAP,","August 2020","00:04:57","no","none","00:00-00:03: The sensor tracks an area of contrast as it moves down the left side of the screen. 00:03-00:21: The sensor pans to track the area of contrast within the center of its field-of-view. 00:22-01:04: The sensor zooms in on the area of contrast. 01:05-01:14: The area of contrast exits and re-enters the field of view several times. 01:15-04:57: No content. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the descr"
"DOW-UAP-PR091","DOW-UAP-PR091, ""21 AUG [CALLSIGN] Observes UAP in Persian Gulf""","1007716","DOW-UAP-PR091, ""21 AUG [CALLSIGN] Observes UAP in Persian Gulf","21 AUG 2020 [CALLSIGN] Observes UAP in Persian Gulf,","August 2020","00:04:48","no","none","00:00-03:07: No content. 03:08-03:10: The sensor zooms out. An area of contrast transits from the top of the screen to the bottom, exiting the frame. 03:11-03:48: The sensor zooms out and back in. The sensor pans to track the area of contrast. 03:49-04:48: The area of contrast becomes indistinguishable from the grain of the video and the sensor zooms out. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described eve"
"DOW-UAP-PR092","DOW-UAP-PR092, ""08 AUG 2020 [CALLSIGN] [CALLSIGN] UAP observation""","1007715","DOW-UAP-PR092, ""08 AUG 2020 [CALLSIGN] [CALLSIGN] UAP observation","08 AUG 2020 [CALLSIGN] [CALLSIGN] UAP observation,","August 2020","00:04:52","no","none","00:00-00:47: No content. 00:48-00:51: An area of contrast enters the field-of-view from the lower right side of the screen. 00:52-00:53: The area of contrast exits the field-of-view from the lower left side of the screen. 00:54-01:09: The sensor pans to track the area of contrast and hold it within the center of the screen. 01:10-01:34: The sensor zooms in on the area of contrast. 01:35-01:37: The sensor zooms in further. The area of contrast remains visible at the top of the screen. 01:38-03:45: The sensor zooms out to track the area of contrast. 03:46-03:50: The sensor zooms in. The area of"
"DOW-UAP-PR093","DOW-UAP-PR093, ""May 05 2020 Gulf of Arabia [CALLSIGN] (Platform) Dual UAP""","1007721","DOW-UAP-PR093, ""May 05 2020 Gulf of Arabia [CALLSIGN] (Platform) Dual UAP","May 05 2020 Gulf of Arabia [CALLSIGN] (Platform) Dual UAP,","July 2020","00:00:30","no","none","00:00-00:07: The sensor pans to track an area of contrast. 00:07-00:30: Several areas of contrast enter and exit the field-of-view. The sensor adjusts contrast settings. This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described eventâ€™s validity, nature, or significance. AARO Comment: DOW-UAP-PR093 and DOW-UAP-PR095 are not duplicates. Both videos share an uploader-defined title and depict highly similar subject matt"
"DOW-UAP-PR094","DOW-UAP-PR094, ""[CALLSIGN] (Mission) - HD 2020-02-13""","1007722","DOW-UAP-PR094, ""[CALLSIGN] (Mission) - HD 2020-02-13","[CALLSIGN] (Mission) - HD 2020-02-13,","February 2020","00:04:59","no","none","00:00-01:46: No content. 01:47-01:51: An area of contrast enters the frame in the upper right corner and leaves the field-of-view on the left side of the screen. 01:52-02:10: The sensor pans to track the area of contrast. 02:11-02:17: The sensor zooms out. The area of contrast is visible in the lower right quarter of the screen. 02:18-02:28: The sensor zooms in on the area of contrast. 02:29-04:38: The sensor zooms in and out several times. 04:40-04:43: The sensor changes modalities, causing the area of contrast to lose distinctiveness against the background. 04:44-04:53: The sensor changes ba"
"DOW-UAP-PR095","DOW-UAP-PR095, ""May 05 2020 Gulf of Arabia [CALLSIGN] (Platform) Dual UAP""","1007725","DOW-UAP-PR095, ""May 05 2020 Gulf of Arabia [CALLSIGN] (Platform) Dual UAP""","May 05 2020 Gulf of Arabia [CALLSIGN] (Platform) Dual UAP,","May 2020","00:04:49","no","none","00:00-00:16: The sensor tracks an area of contrast. 00:17-00:20: The sensor zooms in on the area of contrast. At higher magnification, the area appears as multiple distinct areas of contrast. 00:21-00:35: The sensor zooms in further. The areas of contrast move in and out of the field-of-view as the sensor pans to keep them in frame. 00:36-00:54: The sensor zooms out. 00:55-01:46: The sensor zooms in. The areas of contrast again become more distinct at higher magnification. The areas enter and exit the field-of-view as the sensor pans to keep them in frame. 01:47-01:51: The areas of contrast le"
"DOW-UAP-PR096","DOW-UAP-PR096, ""HH11 03 July 2018 UAPs""","1007726","DOW-UAP-PR096, ""HH11 03 July 2018 UAPs","HH11 03 July 2018 UAPs,","July 2020","00:01:19","no","none","00:00-00:12: No Content. 00:13-00:21: Two areas of contrast enter the lower right side of the screen and exit the bottom of the screen. 00:13-00:29: The sensor pans to track the two areas of contrast, centering them generally within the center of the field-of-view. 00:30-00:47: The sensor zooms in. One of the areas of contrast is no longer visible within the frame at this level of magnification. The area of contrast within the sensor field-of-view appears as three distinct areas of contrast in a generally straight line. 00:47-00:58: The distance between the rightmost area of contrast and the c"
"DOW-UAP-PR097","DOW-UAP-PR097, ""Hi-Res: [CALLSIGN] Observes UAP on 25SEP19 at 2135Z""","1007728","DOW-UAP-PR097, ""Hi-Res: [CALLSIGN] Observes UAP on 25SEP19 at 2135Z""","Hi-Res: [CALLSIGN] Observes UAP on 25SEP19 at 2135Z,","October 2019","00:04:59","no","none","00:00-00:33: No Content. 00:34-00:36: An area of contrast enters the sensor field-of-view at the bottom of the screen. 00:37-00:44: The sensor rotates clockwise and corrects slightly counterclockwise to center the area of contrast in the frame. 00:37-01:37: The sensor cycles through several contrast and zoom levels while tracking the area of contrast. 01:38-02:10: At a higher magnification level, the area of contrast appears as a several areas grouped together in the center of the field-of-view. 02:11-03:06: The sensor changes contrast settings several times, causing the screen to flash black"
"DOW-UAP-PR098","DOW-UAP-PR098, ""UFOs in formation over Persian Gulf?""","1007737","DOW-UAP-PR098, ""UFOs in formation over Persian Gulf?","UFOs in formation over Persian Gulf?","October 2019","00:17:36","no","none","00:00-00:02: No Content. 00:02-00:21: An area of contrast becomes visible. The sensor pans to track the area of contrast within the center of the field-of-view. 00:22-01:59: The sensor zooms in on the area of contrast. At a higher level of magnification, the area appears as multiple distinct areas of contrast. 02:00-02:02: The areas of contrast briefly leave the field-of-view. 02:03-04:00: The sensor zooms in and out multiple times to track the area of contrast. 04:01-04:26: The area of contrast becomes less distinguishable against the background. The sensor zooms in further. 04:27-06:29: The"
"DOW-UAP-PR099","DOW-UAP-PR099, ""Hi-Res: [CALLSIGN] Observes UAP on 25SEP19 at 1715Z""","1007738","DOW-UAP-PR099, ""Hi-Res: [CALLSIGN] Observes UAP on 25SEP19 at 1715Z","Hi-Res: [CALLSIGN] Observes UAPs on 23SEP19 at 1715Z,","November 2019","00:04:51","no","none","00:00-00:44: No Content. 00:45-00:46: An area of contrast enters the field-of-view on the left side of the frame and exits the bottom of the frame in the lower left corner. 00:47-01:07: No Content. 01:08-01:25: An area of contrast appears from the left side of the frame. The sensor pans to hold the object in the center of its field-of-view. 01:26-01:45: The sensor changes visual settings and continues to track the area of contrast. 01:46-01:47: Another area of contrast enters the scene from the bottom of the frame. 01:47-01:55: The screen flashes black before the sensor continues tracking the"
