video,release_id,sample_index,approx_second,source_frame_index,loop_index,cycle_second,is_primary_observation,dvids_phase,dvids_anchor,review_quality,candidate_count,target_center_x,target_center_y,expected_lane_x,expected_lane_y,distance_from_expected_lane_px,bbox_x0,bbox_y0,bbox_w,bbox_h,component_area,mean_signed_luma_delta,max_residual_luma,mean_residual_luma,residual_threshold,background_shift_x,background_shift_y,phase_corr_response,raw_score,lane_score,caveat,annotated_frame_path,zoom_patch_path
DOD_111689759.mp4,DOW-UAP-PR43,45,4.5,135,1,1.568,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,7,727.5,903.5,857.3,777.0,181.26,727,903,2,2,4,-22.5,26.194,12.739,8.92,-0.0287,0.0498,0.9964,64.054,-298.461,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0045_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0045_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,46,4.6,138,1,1.668,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,7,753.5,900.5,904.7,799.4,181.84,753,900,2,2,4,11.25,15.731,5.962,9.153,-0.0609,0.046,0.997,31.712,-331.97,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0046_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0046_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,47,4.7,141,1,1.768,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",low,6,1011.0,819.1,952.1,821.9,59.01,1009,817,5,5,18,37.889,38.515,17.943,9.646,-0.0503,0.0711,0.9935,342.228,224.212,weak lane-compatible residual below medium-support threshold,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0047_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0047_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,48,4.8,144,1,1.869,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",medium,5,1031.0,833.0,999.4,844.4,33.55,1030,832,3,3,9,-26.333,48.188,14.992,8.885,-0.0106,0.0602,0.9933,159.022,91.921,lane-compatible compact residual; target remains barely distinguishable and terrain-confounded,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0048_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0048_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,49,4.9,147,1,1.969,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,0,,,1046.8,866.8,,,,,,,,,,,,,,,,no compact residual component survived filtering near the expected lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0049_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0049_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,50,5.0,150,1,2.069,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,low,8,1124.5,892.5,1094.2,889.3,30.47,1123,891,4,4,8,47.25,37.435,21.437,10.907,0.0227,0.0882,0.981,190.214,129.281,post-DVIDS tail residual near expected exit lane; not counted as primary two-second support,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0050_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0050_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,51,5.1,153,1,2.169,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,low,8,1173.1,922.5,1141.6,911.8,33.26,1171,921,5,4,13,38.692,28.243,16.327,10.932,0.0271,0.0841,0.9813,226.37,159.857,post-DVIDS tail residual near expected exit lane; not counted as primary two-second support,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0051_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0051_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,52,5.2,156,1,2.269,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,low,10,1227.4,956.6,1180.0,930.0,54.34,1225,955,6,4,16,-43.0,38.67,20.222,11.901,0.02,0.0896,0.9832,342.891,234.203,post-DVIDS tail residual near expected exit lane; not counted as primary two-second support,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0052_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0052_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,53,5.3,159,1,2.369,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,6,1327.0,1015.5,,,inf,1326,1015,3,2,6,61.0,40.73,26.646,11.054,0.0425,0.0853,0.9765,180.24,-819.76,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0053_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0053_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,54,5.4,162,1,2.469,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,6,718.5,908.5,,,inf,718,908,2,2,4,26.0,17.694,12.497,9.814,0.0151,0.0613,0.9875,58.836,-941.164,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0054_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0054_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,55,5.5,165,1,2.569,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,4,722.9,907.6,,,inf,721,905,5,6,14,-36.286,30.568,18.586,9.41,-0.0003,0.064,0.9884,275.491,-724.509,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0055_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0055_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,56,5.6,168,1,2.669,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,7,1301.5,943.5,,,inf,1301,943,2,2,4,18.75,12.12,7.877,8.911,-0.0281,0.062,0.9953,37.566,-962.434,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0056_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0056_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,57,5.7,171,1,2.769,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,6,661.5,872.5,,,inf,661,872,2,2,4,13.5,19.244,6.628,9.534,-0.0384,0.0593,0.9837,36.136,-963.864,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0057_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0057_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,58,5.8,174,1,2.870,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,7,722.5,910.5,,,inf,721,909,4,4,10,-27.1,25.898,13.774,9.858,-0.0452,0.028,0.9917,150.689,-849.311,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0058_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0058_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,59,5.9,177,2,0.033,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,0,,,130.8,432.5,,,,,,,,,,,,,,,,no compact residual component survived filtering near the expected lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0059_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0059_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,60,6.0,180,2,0.133,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,3,727.5,896.5,178.2,455.0,704.78,727,896,2,2,4,37.0,29.534,18.972,13.014,0.0142,0.1409,1.0089,90.654,-909.346,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0060_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0060_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,61,6.1,183,2,0.234,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,7,752.0,887.0,225.6,477.4,667.01,751,886,3,3,7,-16.857,14.638,8.552,9.422,-0.0075,0.0589,0.9875,67.181,-932.819,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0061_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0061_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,62,6.2,186,2,0.334,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,4,727.5,899.1,272.9,499.9,604.94,726,897,4,5,11,29.636,28.067,13.851,10.016,0.0031,0.0654,0.9808,166.391,-833.609,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0062_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0062_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,63,6.3,189,2,0.434,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,5,730.5,896.5,320.3,522.4,555.19,730,896,2,2,4,-30.25,19.984,14.775,10.276,-0.0058,0.0843,0.9869,69.091,-930.909,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0063_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0063_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,64,6.4,192,2,0.534,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,11,296.0,919.5,367.7,544.8,381.47,295,919,3,2,6,15.0,17.679,7.038,9.454,0.0068,0.0728,0.9898,51.066,-711.884,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0064_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0064_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,65,6.5,195,2,0.634,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,5,726.0,901.0,415.1,567.3,456.11,725,900,3,3,7,37.143,25.37,18.208,9.968,-0.0147,0.0816,0.9866,140.141,-772.076,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0065_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0065_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,66,6.6,198,2,0.734,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,0,,,462.5,589.8,,,,,,,,,,,,,,,,no compact residual component survived filtering near the expected lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0066_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0066_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,67,6.7,201,2,0.834,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,5,667.5,717.5,509.8,612.2,189.58,667,717,2,2,4,5.0,12.606,3.152,9.961,-0.0243,0.0814,0.9894,18.91,-360.248,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0067_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0067_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,68,6.8,204,2,0.934,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,6,658.5,1010.5,557.2,634.7,389.22,658,1010,2,2,4,-9.5,9.706,4.209,8.751,-0.0207,0.0774,0.9916,21.689,-756.745,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0068_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0068_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,69,6.9,207,2,1.034,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,5,407.5,951.5,604.6,657.2,354.24,407,951,2,2,4,11.0,13.2,4.951,9.455,-0.0118,0.0722,0.9961,26.403,-682.076,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0069_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0069_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,70,7.0,210,2,1.134,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,8,611.5,1003.0,652.0,679.6,325.9,611,1002,2,3,6,24.0,38.077,14.119,8.773,-0.0174,0.05,1.0004,103.755,-548.043,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0070_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0070_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,71,7.1,213,2,1.235,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,3,133.5,926.5,699.4,702.1,608.74,133,926,2,2,4,11.25,9.752,5.226,9.105,0.0055,0.0569,0.9951,25.781,-974.219,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0071_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0071_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,72,7.2,216,2,1.335,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,8,769.5,890.5,746.7,724.6,167.49,769,890,2,2,4,-13.25,9.408,6.507,8.377,-0.0068,0.0141,0.9977,30.731,-304.259,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0072_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0072_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,73,7.3,219,2,1.435,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,3,721.5,902.5,794.1,747.0,171.6,721,902,2,2,4,28.0,19.391,14.359,9.374,-0.0053,0.0335,0.9944,67.131,-276.068,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0073_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0073_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,74,7.4,222,2,1.535,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,7,805.5,788.5,841.5,769.5,40.71,805,788,2,2,4,-9.75,10.335,3.678,8.58,-0.0215,0.03,0.9941,19.88,-61.546,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0074_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0074_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,75,7.5,225,2,1.635,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,6,742.5,894.5,888.9,792.0,178.73,742,894,2,2,4,12.0,13.015,5.864,9.578,-0.0264,0.0498,0.9887,29.964,-327.488,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0075_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0075_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,76,7.6,228,2,1.735,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,4,724.5,900.5,936.3,814.4,228.59,724,900,2,2,4,-18.0,15.048,8.496,8.714,-0.0351,0.0576,0.992,41.507,-415.671,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0076_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0076_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,77,7.7,231,2,1.835,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",medium,6,1030.7,832.4,983.6,836.9,47.29,1029,831,4,4,14,36.286,50.277,20.121,9.829,0.0038,0.091,0.999,306.829,212.255,lane-compatible compact residual; target remains barely distinguishable and terrain-confounded,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0077_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0077_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,78,7.8,234,2,1.935,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",medium,3,1070.5,858.5,1031.0,859.4,39.48,1070,858,2,2,4,34.0,25.986,23.403,8.344,-0.0006,0.0624,0.9917,106.604,27.638,lane-compatible compact residual; target remains barely distinguishable and terrain-confounded,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0078_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0078_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,79,7.9,237,2,2.035,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,low,6,1097.0,875.0,1078.4,881.8,19.81,1096,874,3,3,7,-32.857,32.527,18.153,10.149,0.0272,0.07,1.0169,143.333,103.719,post-DVIDS tail residual near expected exit lane; not counted as primary two-second support,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0079_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0079_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,80,8.0,240,2,2.135,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,low,5,1156.1,912.3,1125.8,904.3,31.34,1154,911,5,4,12,37.5,23.456,14.503,10.855,0.0522,0.0894,0.9888,185.761,123.072,post-DVIDS tail residual near expected exit lane; not counted as primary two-second support,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0080_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0080_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,81,8.1,243,2,2.236,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,low,4,1224.8,954.8,1173.2,926.8,58.76,1220,951,10,8,27,46.704,39.112,22.017,10.717,0.0088,0.077,0.9885,614.01,496.496,post-DVIDS tail residual near expected exit lane; not counted as primary two-second support,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0081_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0081_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,82,8.2,246,2,2.336,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,3,1266.8,979.5,1180.0,930.0,99.94,1262,977,11,7,27,-46.222,37.482,19.857,9.96,0.0044,0.0623,0.9873,554.891,355.002,post-DVIDS tail/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0082_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0082_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,83,8.3,249,2,2.436,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,8,1353.5,1032.5,,,inf,1353,1032,2,2,4,-72.75,50.382,44.474,11.168,0.0382,0.0859,0.981,203.087,-796.913,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0083_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0083_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,84,8.4,252,2,2.536,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,9,719.0,911.0,,,inf,718,910,3,3,7,26.143,30.404,15.228,10.023,-0.0069,0.0823,0.9852,121.796,-878.204,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0084_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0084_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,85,8.5,255,2,2.636,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,5,724.0,910.0,,,inf,723,909,3,3,7,-20.286,22.414,9.587,10.027,-0.0426,0.0813,0.9877,78.314,-921.686,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0085_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0085_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,86,8.6,258,2,2.736,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,2,77.5,743.5,,,inf,77,743,2,2,4,9.0,12.706,5.163,8.73,-0.0337,0.0451,0.9925,27.007,-972.993,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0086_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0086_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,87,8.7,261,2,2.836,no,loop tail/reset padding,DVIDS says the clip is looped for viewing; local cycle contains post-observation/reset padding,none,4,883.5,851.5,,,inf,883,851,2,2,4,-16.25,10.842,8.566,8.373,-0.0071,0.0116,1.0018,39.685,-960.315,post-observation loop/reset padding,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0087_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0087_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,88,8.8,264,3,0.000,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,0,,,115.0,425.0,,,,,,,,,,,,,,,,no compact residual component survived filtering near the expected lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0088_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0088_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,89,8.9,267,3,0.100,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,6,773.5,883.5,162.4,447.5,750.73,773,883,2,2,4,-14.5,11.667,7.18,9.53,-0.012,0.0709,0.9971,34.553,-965.447,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0089_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0089_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,90,9.0,270,3,0.200,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,8,731.5,894.0,209.8,469.9,672.34,731,893,2,3,6,-25.333,18.614,10.864,10.006,-0.0028,0.0638,0.9855,74.494,-925.506,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0090_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0090_patch.jpg
DOD_111689759.mp4,DOW-UAP-PR43,91,9.1,273,3,0.300,yes,stated two-second observation,"DVIDS 00:00-00:02: small, barely distinguishable area of contrast moves left-to-right and exits from bottom-right quarter",none,6,719.0,897.0,257.1,492.4,614.01,718,896,3,3,7,19.0,20.518,9.394,9.707,-0.0024,0.0538,0.9877,76.017,-923.983,residual component is too weak or too far from the DVIDS-described lane,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/annotated-frames/frame_0091_annotated.jpg,research/ufo-derived/video-motion-pass/pr43-loop-review/DOD_111689759/target-patches/frame_0091_patch.jpg
